,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,25,0.0,48.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,25,0.0,48.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,25,38,53.2,48.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,25,38,25,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,14,21,56.0,6.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,25,38,100.0,65.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School,18233,1572,18233,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",113,67,0.6,0.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,223,134,1.2,0.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),523,262,2.9,1.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),421,152,2.3,0.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,16953,1428,93.0,1.6
Estimate Educational Attainment Population 25 Years And Over,11389,951,11389,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,532,175,4.7,1.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",523,164,4.6,1.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1573,244,13.8,2.0
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1000,278,8.8,2.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,430,199,3.8,1.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,4359,726,38.3,4.1
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2972,359,26.1,3.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,10334,919,90.7,2.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,7331,839,64.4,3.6
Estimate Veteran Status Civilian Population 18 Years And Over,26941,1616,26941,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,326,121,1.2,0.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,28474,1767,28474,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2601,363,9.1,1.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1618,461,1618,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,204,180,12.6,9.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,24387,1602,24387,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1410,235,5.8,1.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2469,316,2469,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,987,204,40.0,6.8
Estimate Residence 1 Year Ago Population 1 Year And Over,28523,1762,28523,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,18035,1195,63.2,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),10488,1064,36.8,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,8839,913,31.0,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,3114,577,10.9,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,5725,603,20.1,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1859,384,6.5,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,3866,410,13.6,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,1649,452,5.8,1.4
Estimate Place Of Birth Total Population,28559,1762,28559,(X)
Estimate Place Of Birth Total Population Native,20934,1335,73.3,2.2
Estimate Place Of Birth Total Population Native Born In United States,20076,1299,70.3,2.1
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,7978,905,27.9,2.4
Estimate Place Of Birth Total Population Native Born In United States Different State,12098,883,42.4,2.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",858,194,3.0,0.7
Estimate Place Of Birth Total Population Foreign Born,7625,838,26.7,2.2
Estimate U.S. Citizenship Status Foreign-Born Population,7625,838,7625,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,2518,345,33.0,4.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,5107,744,67.0,4.3
Estimate Year Of Entry Population Born Outside The United States,8483,849,8483,(X)
Estimate Year Of Entry Population Born Outside The United States Native,858,194,858,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,288,106,33.6,10.7
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,570,166,66.4,10.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born,7625,838,7625,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,4287,681,56.2,5.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,3338,505,43.8,5.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",7625,838,7625,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1221,278,16.0,3.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",3850,486,50.5,5.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",415,166,5.4,2.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",52,51,0.7,0.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1798,566,23.6,6.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",289,138,3.8,1.8
Estimate Language Spoken At Home Population 5 Years And Over,28162,1733,28162,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,17853,1249,63.4,2.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,10309,921,36.6,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",3755,617,13.3,1.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,2977,663,10.6,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",1074,485,3.8,1.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,3131,534,11.1,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",789,212,2.8,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,3632,415,12.9,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",1744,295,6.2,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,569,170,2.0,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",148,82,0.5,0.3
Estimate Ancestry Total Population,28559,1762,28559,(X)
Estimate Ancestry Total Population American,419,144,1.5,0.5
Estimate Ancestry Total Population Arab,617,155,2.2,0.6
Estimate Ancestry Total Population Czech,108,73,0.4,0.3
Estimate Ancestry Total Population Danish,40,36,0.1,0.1
Estimate Ancestry Total Population Dutch,145,64,0.5,0.2
Estimate Ancestry Total Population English,1426,264,5.0,0.9
Estimate Ancestry Total Population French (Except Basque),804,189,2.8,0.7
Estimate Ancestry Total Population French Canadian,372,110,1.3,0.4
Estimate Ancestry Total Population German,1745,270,6.1,0.9
Estimate Ancestry Total Population Greek,264,116,0.9,0.4
Estimate Ancestry Total Population Hungarian,135,53,0.5,0.2
Estimate Ancestry Total Population Irish,3848,434,13.5,1.3
Estimate Ancestry Total Population Italian,3215,543,11.3,1.7
Estimate Ancestry Total Population Lithuanian,130,71,0.5,0.3
Estimate Ancestry Total Population Norwegian,181,88,0.6,0.3
Estimate Ancestry Total Population Polish,1028,201,3.6,0.7
Estimate Ancestry Total Population Portuguese,376,186,1.3,0.7
Estimate Ancestry Total Population Russian,848,207,3.0,0.7
Estimate Ancestry Total Population Scotch-Irish,65,41,0.2,0.1
Estimate Ancestry Total Population Scottish,429,127,1.5,0.4
Estimate Ancestry Total Population Slovak,44,42,0.2,0.1
Estimate Ancestry Total Population Subsaharan African,562,190,2.0,0.7
Estimate Ancestry Total Population Swedish,238,86,0.8,0.3
Estimate Ancestry Total Population Swiss,31,36,0.1,0.1
Estimate Ancestry Total Population Ukrainian,180,82,0.6,0.3
Estimate Ancestry Total Population Welsh,81,55,0.3,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),305,139,1.1,0.5
Estimate Computers And Internet Use Total Households,9455,621,9455,(X)
Estimate Computers And Internet Use Total Households With A Computer,8652,663,91.5,2.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,8002,622,84.6,2.8
