,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,197,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",48,68,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,24,42,24,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,19,0.0,67.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,67.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,67.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,67.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,19,0.0,67.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,19,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,19,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,19,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,927,219,927,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",40,35,4.3,3.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,24,33,2.6,3.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),395,134,42.6,11.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),307,143,33.1,12.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,161,80,17.4,7.9
Estimate Educational Attainment Population 25 Years And Over,4040,307,4040,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,6,7,0.1,0.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",182,112,4.5,2.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),739,254,18.3,6.1
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",758,315,18.8,7.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,558,199,13.8,4.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,839,203,20.8,5.0
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,958,191,23.7,4.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3852,308,95.3,2.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1797,277,44.5,6.9
Estimate Veteran Status Civilian Population 18 Years And Over,4266,322,4266,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,178,82,4.2,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,5076,365,5076,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,689,243,13.6,4.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,810,198,810,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,24,29,3.0,3.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3180,308,3180,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,311,201,9.8,6.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1086,163,1086,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,354,121,32.6,9.2
Estimate Residence 1 Year Ago Population 1 Year And Over,5074,365,5074,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4719,368,93.0,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),355,119,7.0,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,353,119,7.0,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,190,109,3.7,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,163,73,3.2,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,110,60,2.2,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,53,42,1.0,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,2,5,0.0,0.1
Estimate Place Of Birth Total Population,5076,365,5076,(X)
Estimate Place Of Birth Total Population Native,4805,369,94.7,2.3
Estimate Place Of Birth Total Population Native Born In United States,4794,368,94.4,2.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,3496,419,68.9,6.7
Estimate Place Of Birth Total Population Native Born In United States Different State,1298,357,25.6,6.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",11,13,0.2,0.3
Estimate Place Of Birth Total Population Foreign Born,271,119,5.3,2.3
Estimate U.S. Citizenship Status Foreign-Born Population,271,119,271,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,160,89,59.0,25.7
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,111,92,41.0,25.7
Estimate Year Of Entry Population Born Outside The United States,282,119,282,(X)
Estimate Year Of Entry Population Born Outside The United States Native,11,13,11,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,9,12,81.8,34.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,2,4,18.2,34.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,271,119,271,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,51,66,18.8,21.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,220,112,81.2,21.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",271,119,271,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",189,102,69.7,18.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",22,23,8.1,8.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",23,35,8.5,13.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,13.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",15,20,5.5,6.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",22,36,8.1,13.1
Estimate Language Spoken At Home Population 5 Years And Over,4974,349,4974,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,4774,368,96.0,2.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,200,133,4.0,2.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",34,31,0.7,0.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,71,56,1.4,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",22,27,0.4,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,114,106,2.3,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",12,15,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,3,6,0.1,0.1
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,19,0.0,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,12,19,0.2,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.8
Estimate Ancestry Total Population,5076,365,5076,(X)
Estimate Ancestry Total Population American,230,147,4.5,2.9
Estimate Ancestry Total Population Arab,16,20,0.3,0.4
Estimate Ancestry Total Population Czech,0,19,0.0,0.8
Estimate Ancestry Total Population Danish,2,4,0.0,0.1
Estimate Ancestry Total Population Dutch,28,36,0.6,0.7
Estimate Ancestry Total Population English,893,210,17.6,4.0
Estimate Ancestry Total Population French (Except Basque),192,111,3.8,2.2
Estimate Ancestry Total Population French Canadian,238,141,4.7,2.7
Estimate Ancestry Total Population German,547,223,10.8,4.2
Estimate Ancestry Total Population Greek,10,16,0.2,0.3
Estimate Ancestry Total Population Hungarian,39,60,0.8,1.2
Estimate Ancestry Total Population Irish,1242,289,24.5,5.5
Estimate Ancestry Total Population Italian,551,216,10.9,4.2
Estimate Ancestry Total Population Lithuanian,61,45,1.2,0.9
Estimate Ancestry Total Population Norwegian,137,126,2.7,2.5
Estimate Ancestry Total Population Polish,916,277,18.0,5.2
Estimate Ancestry Total Population Portuguese,64,74,1.3,1.4
Estimate Ancestry Total Population Russian,54,63,1.1,1.2
Estimate Ancestry Total Population Scotch-Irish,74,61,1.5,1.2
Estimate Ancestry Total Population Scottish,142,74,2.8,1.5
Estimate Ancestry Total Population Slovak,12,20,0.2,0.4
Estimate Ancestry Total Population Subsaharan African,23,35,0.5,0.7
Estimate Ancestry Total Population Swedish,105,80,2.1,1.6
Estimate Ancestry Total Population Swiss,3,4,0.1,0.1
Estimate Ancestry Total Population Ukrainian,26,25,0.5,0.5
Estimate Ancestry Total Population Welsh,79,92,1.6,1.8
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),25,45,0.5,0.9
Estimate Computers And Internet Use Total Households,2355,229,2355,(X)
Estimate Computers And Internet Use Total Households With A Computer,2089,238,88.7,5.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1936,228,82.2,6.5
