,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,111,96,51.2,22.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,138,103,63.6,28.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School,3586,461,3586,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",151,107,4.2,2.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,217,130,6.1,3.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1227,268,34.2,6.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),869,212,24.2,5.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1122,281,31.3,6.0
Estimate Educational Attainment Population 25 Years And Over,15723,770,15723,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,368,202,2.3,1.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",773,244,4.9,1.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),3532,442,22.5,2.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2959,401,18.8,2.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1643,278,10.4,1.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3820,490,24.3,2.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2628,375,16.7,2.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,14582,747,92.7,2.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,6448,644,41.0,3.4
Estimate Veteran Status Civilian Population 18 Years And Over,17293,820,17293,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1226,270,7.1,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,20230,944,20230,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2834,415,14.0,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2937,415,2937,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,196,129,6.7,4.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,11574,772,11574,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1142,290,9.9,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,5719,527,5719,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1496,249,26.2,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over,20212,933,20212,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,18765,883,92.8,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1447,394,7.2,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1404,397,6.9,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,711,349,3.5,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,693,233,3.4,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,465,201,2.3,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,228,113,1.1,0.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,43,39,0.2,0.2
Estimate Place Of Birth Total Population,20261,944,20261,(X)
Estimate Place Of Birth Total Population Native,18882,969,93.2,2.0
Estimate Place Of Birth Total Population Native Born In United States,18759,980,92.6,2.1
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,14353,873,70.8,2.4
Estimate Place Of Birth Total Population Native Born In United States Different State,4406,436,21.7,2.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",123,87,0.6,0.4
Estimate Place Of Birth Total Population Foreign Born,1379,408,6.8,2.0
Estimate U.S. Citizenship Status Foreign-Born Population,1379,408,1379,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,945,347,68.5,11.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,434,192,31.5,11.9
Estimate Year Of Entry Population Born Outside The United States,1502,424,1502,(X)
Estimate Year Of Entry Population Born Outside The United States Native,123,87,123,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,25,0.0,27.2
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,123,87,100.0,27.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1379,408,1379,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,181,165,13.1,9.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1198,299,86.9,9.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1379,408,1379,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",627,325,45.5,16.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",168,131,12.2,10.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",37,50,2.7,3.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,25,0.0,2.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",438,230,31.8,14.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",109,76,7.9,5.7
Estimate Language Spoken At Home Population 5 Years And Over,19429,908,19429,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,17701,988,91.1,2.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1728,530,8.9,2.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",552,264,2.8,1.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,116,89,0.6,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",8,12,0.0,0.1
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1322,488,6.8,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",463,271,2.4,1.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,183,253,0.9,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",81,110,0.4,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,107,170,0.6,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,25,0.0,0.2
Estimate Ancestry Total Population,20261,944,20261,(X)
Estimate Ancestry Total Population American,628,236,3.1,1.2
Estimate Ancestry Total Population Arab,44,33,0.2,0.2
Estimate Ancestry Total Population Czech,63,54,0.3,0.3
Estimate Ancestry Total Population Danish,8,13,0.0,0.1
Estimate Ancestry Total Population Dutch,213,147,1.1,0.7
Estimate Ancestry Total Population English,2760,539,13.6,2.6
Estimate Ancestry Total Population French (Except Basque),697,226,3.4,1.1
Estimate Ancestry Total Population French Canadian,517,208,2.6,1.0
Estimate Ancestry Total Population German,1377,329,6.8,1.6
Estimate Ancestry Total Population Greek,92,68,0.5,0.3
Estimate Ancestry Total Population Hungarian,29,33,0.1,0.2
Estimate Ancestry Total Population Irish,4665,514,23.0,2.6
Estimate Ancestry Total Population Italian,1949,381,9.6,1.8
Estimate Ancestry Total Population Lithuanian,300,208,1.5,1.0
Estimate Ancestry Total Population Norwegian,136,93,0.7,0.5
Estimate Ancestry Total Population Polish,653,246,3.2,1.2
Estimate Ancestry Total Population Portuguese,1512,347,7.5,1.7
Estimate Ancestry Total Population Russian,369,292,1.8,1.4
Estimate Ancestry Total Population Scotch-Irish,178,112,0.9,0.6
Estimate Ancestry Total Population Scottish,505,246,2.5,1.2
Estimate Ancestry Total Population Slovak,18,22,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,356,225,1.8,1.1
Estimate Ancestry Total Population Swedish,589,235,2.9,1.2
Estimate Ancestry Total Population Swiss,51,54,0.3,0.3
Estimate Ancestry Total Population Ukrainian,5,10,0.0,0.1
Estimate Ancestry Total Population Welsh,17,29,0.1,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),72,72,0.4,0.4
Estimate Computers And Internet Use Total Households,8373,479,8373,(X)
Estimate Computers And Internet Use Total Households With A Computer,7940,457,94.8,1.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,7569,454,90.4,2.5
