,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",56,77,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,775,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,622,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",98,131,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,11,13,11,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,9,12,81.8,47.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,99.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,99.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,99.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,9,12,81.8,47.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,9,12,9,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,5,7,55.6,26.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,9,12,100.0,100.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,170,56,170,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",14,11,8.2,7.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,2,3,1.2,1.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),33,18,19.4,12.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),83,53,48.8,18.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,38,17,22.4,10.8
Estimate Educational Attainment Population 25 Years And Over,445,56,445,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,3,4,0.7,0.9
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",14,10,3.1,2.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),111,32,24.9,6.1
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",61,16,13.7,3.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,39,16,8.8,3.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,87,30,19.6,6.0
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,130,29,29.2,6.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,428,55,96.2,2.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,217,40,48.8,7.4
Estimate Veteran Status Civilian Population 18 Years And Over,498,62,498,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,46,18,9.2,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,621,95,621,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,47,18,7.6,3.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,123,55,123,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,2,4,1.6,3.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,335,58,335,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,17,12,5.1,3.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,163,29,163,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,28,13,17.2,7.7
Estimate Residence 1 Year Ago Population 1 Year And Over,613,93,613,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,563,84,91.8,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),50,27,8.2,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,48,25,7.8,3.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,12,16,2.0,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,36,22,5.9,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,29,18,4.7,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,7,8,1.1,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,2,3,0.3,0.5
Estimate Place Of Birth Total Population,621,95,621,(X)
Estimate Place Of Birth Total Population Native,598,96,96.3,2.3
Estimate Place Of Birth Total Population Native Born In United States,593,95,95.5,2.4
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,372,88,59.9,7.8
Estimate Place Of Birth Total Population Native Born In United States Different State,221,47,35.6,7.4
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",5,5,0.8,0.8
Estimate Place Of Birth Total Population Foreign Born,23,14,3.7,2.3
Estimate U.S. Citizenship Status Foreign-Born Population,23,14,23,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,13,12,56.5,28.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,10,8,43.5,28.3
Estimate Year Of Entry Population Born Outside The United States,28,14,28,(X)
Estimate Year Of Entry Population Born Outside The United States Native,5,5,5,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,5,5,100.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,23,14,23,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,2,4,8.7,17.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,21,14,91.3,17.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",23,14,23,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",10,9,43.5,25.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",5,6,21.7,22.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,68.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,68.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",4,7,17.4,20.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",4,4,17.4,15.1
Estimate Language Spoken At Home Population 5 Years And Over,602,91,602,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,573,90,95.2,3.4
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,29,21,4.8,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,13,0.0,6.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,6,7,1.0,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,6.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,18,18,3.0,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,6.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,3,4,0.5,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,6.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,2,3,0.3,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,6.4
Estimate Ancestry Total Population,621,95,621,(X)
Estimate Ancestry Total Population American,9,8,1.4,1.3
Estimate Ancestry Total Population Arab,0,13,0.0,6.2
Estimate Ancestry Total Population Czech,0,13,0.0,6.2
Estimate Ancestry Total Population Danish,2,3,0.3,0.5
Estimate Ancestry Total Population Dutch,3,4,0.5,0.7
Estimate Ancestry Total Population English,107,38,17.2,5.9
Estimate Ancestry Total Population French (Except Basque),75,54,12.1,7.7
Estimate Ancestry Total Population French Canadian,50,27,8.1,4.2
Estimate Ancestry Total Population German,72,31,11.6,4.9
Estimate Ancestry Total Population Greek,0,13,0.0,6.2
Estimate Ancestry Total Population Hungarian,7,6,1.1,1.0
Estimate Ancestry Total Population Irish,85,34,13.7,5.2
Estimate Ancestry Total Population Italian,66,31,10.6,4.7
Estimate Ancestry Total Population Lithuanian,8,9,1.3,1.4
Estimate Ancestry Total Population Norwegian,14,13,2.3,2.1
Estimate Ancestry Total Population Polish,109,64,17.6,8.8
Estimate Ancestry Total Population Portuguese,1,2,0.2,0.3
Estimate Ancestry Total Population Russian,13,8,2.1,1.3
Estimate Ancestry Total Population Scotch-Irish,8,8,1.3,1.2
Estimate Ancestry Total Population Scottish,20,13,3.2,2.1
Estimate Ancestry Total Population Slovak,0,13,0.0,6.2
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,6.2
Estimate Ancestry Total Population Swedish,5,5,0.8,0.8
Estimate Ancestry Total Population Swiss,0,13,0.0,6.2
Estimate Ancestry Total Population Ukrainian,25,27,4.0,4.2
Estimate Ancestry Total Population Welsh,8,7,1.3,1.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,6.2
Estimate Computers And Internet Use Total Households,258,32,258,(X)
Estimate Computers And Internet Use Total Households With A Computer,247,32,95.7,2.8
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,217,29,84.1,6.7
