,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Ancestry Total Population English,368,95,22.2,5.3
Estimate Ancestry Total Population French (Except Basque),145,46,8.7,2.6
Estimate Ancestry Total Population French Canadian,42,21,2.5,1.3
Estimate Ancestry Total Population German,250,85,15.1,4.7
Estimate Ancestry Total Population Greek,4,5,0.2,0.3
Estimate Ancestry Total Population Hungarian,3,5,0.2,0.3
Estimate Ancestry Total Population Irish,183,50,11.0,3.0
Estimate Ancestry Total Population Italian,201,92,12.1,5.3
Estimate Ancestry Total Population Lithuanian,32,21,1.9,1.3
Estimate Ancestry Total Population Norwegian,25,19,1.5,1.1
Estimate Ancestry Total Population Polish,233,78,14.1,4.5
Estimate Ancestry Total Population Portuguese,6,6,0.4,0.4
Estimate Ancestry Total Population Russian,58,26,3.5,1.6
Estimate Ancestry Total Population Scotch-Irish,19,20,1.1,1.2
Estimate Ancestry Total Population Scottish,59,31,3.6,1.9
Estimate Ancestry Total Population Slovak,8,8,0.5,0.5
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,2.4
Estimate Ancestry Total Population Swedish,34,19,2.1,1.1
Estimate Ancestry Total Population Swiss,0,13,0.0,2.4
Estimate Ancestry Total Population Ukrainian,2,4,0.1,0.2
Estimate Ancestry Total Population Welsh,6,6,0.4,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,2.4
Estimate Computers And Internet Use Total Households,730,91,730,(X)
Estimate Computers And Internet Use Total Households With A Computer,716,93,98.1,1.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,677,91,92.7,3.6
