,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,10,14,50.0,10.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,20,28,100.0,73.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1717,288,1717,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",63,50,3.7,2.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,64,49,3.7,3.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),757,217,44.1,10.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),510,167,29.7,8.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,323,141,18.8,7.2
Estimate Educational Attainment Population 25 Years And Over,4673,404,4673,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,36,21,0.8,0.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",228,152,4.9,3.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),964,239,20.6,4.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1111,238,23.8,4.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,499,146,10.7,2.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,962,222,20.6,4.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,873,237,18.7,4.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,4409,405,94.4,3.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1835,307,39.3,5.9
Estimate Veteran Status Civilian Population 18 Years And Over,4964,423,4964,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,439,158,8.8,3.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,6507,474,6507,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,567,202,8.7,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1543,255,1543,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,60,60,3.9,3.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3536,417,3536,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,224,133,6.3,3.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1428,325,1428,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,283,124,19.8,9.3
Estimate Residence 1 Year Ago Population 1 Year And Over,6464,477,6464,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,5865,548,90.7,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),599,246,9.3,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,599,246,9.3,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,383,235,5.9,3.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,216,141,3.3,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,147,125,2.3,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,69,60,1.1,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,19,0.0,0.6
Estimate Place Of Birth Total Population,6507,474,6507,(X)
Estimate Place Of Birth Total Population Native,6164,482,94.7,2.6
Estimate Place Of Birth Total Population Native Born In United States,6100,482,93.7,2.8
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,4762,460,73.2,3.9
Estimate Place Of Birth Total Population Native Born In United States Different State,1338,244,20.6,3.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",64,58,1.0,0.9
Estimate Place Of Birth Total Population Foreign Born,343,174,5.3,2.6
Estimate U.S. Citizenship Status Foreign-Born Population,343,174,343,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,269,149,78.4,16.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,74,65,21.6,16.3
Estimate Year Of Entry Population Born Outside The United States,407,186,407,(X)
Estimate Year Of Entry Population Born Outside The United States Native,64,58,64,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,41.1
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,64,58,100.0,41.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born,343,174,343,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,23,41,6.7,11.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,320,168,93.3,11.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",343,174,343,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",69,60,20.1,16.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",164,136,47.8,25.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",17,33,5.0,9.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,11.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",82,79,23.9,19.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",11,12,3.2,3.8
Estimate Language Spoken At Home Population 5 Years And Over,6233,482,6233,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,5806,497,93.1,3.1
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,427,195,6.9,3.1
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",125,90,2.0,1.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,65,63,1.0,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",16,19,0.3,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,183,117,2.9,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",23,38,0.4,0.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,162,138,2.6,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",86,82,1.4,1.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,17,33,0.3,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Ancestry Total Population,6507,474,6507,(X)
Estimate Ancestry Total Population American,609,304,9.4,4.6
Estimate Ancestry Total Population Arab,0,19,0.0,0.6
Estimate Ancestry Total Population Czech,0,19,0.0,0.6
Estimate Ancestry Total Population Danish,7,10,0.1,0.2
Estimate Ancestry Total Population Dutch,88,98,1.4,1.5
Estimate Ancestry Total Population English,1072,303,16.5,4.6
Estimate Ancestry Total Population French (Except Basque),753,266,11.6,4.0
Estimate Ancestry Total Population French Canadian,684,228,10.5,3.4
Estimate Ancestry Total Population German,423,194,6.5,2.9
Estimate Ancestry Total Population Greek,38,63,0.6,1.0
Estimate Ancestry Total Population Hungarian,0,19,0.0,0.6
Estimate Ancestry Total Population Irish,1320,345,20.3,5.3
Estimate Ancestry Total Population Italian,992,314,15.2,4.7
Estimate Ancestry Total Population Lithuanian,68,45,1.0,0.7
Estimate Ancestry Total Population Norwegian,107,84,1.6,1.3
Estimate Ancestry Total Population Polish,639,240,9.8,3.7
Estimate Ancestry Total Population Portuguese,112,87,1.7,1.3
Estimate Ancestry Total Population Russian,115,133,1.8,2.1
Estimate Ancestry Total Population Scotch-Irish,19,25,0.3,0.4
Estimate Ancestry Total Population Scottish,150,113,2.3,1.7
Estimate Ancestry Total Population Slovak,14,25,0.2,0.4
Estimate Ancestry Total Population Subsaharan African,17,33,0.3,0.5
Estimate Ancestry Total Population Swedish,230,129,3.5,2.0
Estimate Ancestry Total Population Swiss,0,19,0.0,0.6
Estimate Ancestry Total Population Ukrainian,0,19,0.0,0.6
Estimate Ancestry Total Population Welsh,23,36,0.4,0.6
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,19,0.0,0.6
Estimate Computers And Internet Use Total Households,2610,231,2610,(X)
Estimate Computers And Internet Use Total Households With A Computer,2515,229,96.4,2.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2459,234,94.2,3.1
