,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Residence 1 Year Ago Population 1 Year And Over,30624,231,30624,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,27077,846,88.4,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),3547,805,11.6,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,3538,804,11.6,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2054,594,6.7,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1484,517,4.8,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,999,475,3.3,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,485,225,1.6,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,9,15,0.0,0.1
Estimate Place Of Birth Total Population,30930,180,30930,(X)
Estimate Place Of Birth Total Population Native,28245,494,91.3,1.5
Estimate Place Of Birth Total Population Native Born In United States,28066,522,90.7,1.6
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,24079,726,77.8,2.3
Estimate Place Of Birth Total Population Native Born In United States Different State,3987,593,12.9,1.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",179,97,0.6,0.3
Estimate Place Of Birth Total Population Foreign Born,2685,479,8.7,1.5
Estimate U.S. Citizenship Status Foreign-Born Population,2685,479,2685,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1829,367,68.1,9.5
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,856,324,31.9,9.5
Estimate Year Of Entry Population Born Outside The United States,2864,510,2864,(X)
Estimate Year Of Entry Population Born Outside The United States Native,179,97,179,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,44,47,24.6,20.9
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,135,74,75.4,20.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born,2685,479,2685,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,611,324,22.8,10.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,2074,380,77.2,10.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",2685,479,2685,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",875,312,32.6,9.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",734,221,27.3,8.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",524,326,19.5,10.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,28,0.0,1.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",414,181,15.4,6.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",138,73,5.1,2.8
Estimate Language Spoken At Home Population 5 Years And Over,29260,353,29260,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,26181,664,89.5,2.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,3079,603,10.5,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",790,240,2.7,0.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,366,210,1.3,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",116,98,0.4,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1664,478,5.7,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",343,175,1.2,0.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,636,269,2.2,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",230,120,0.8,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,413,320,1.4,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",101,100,0.3,0.3
Estimate Ancestry Total Population,30930,180,30930,(X)
Estimate Ancestry Total Population American,1438,715,4.6,2.3
Estimate Ancestry Total Population Arab,252,98,0.8,0.3
Estimate Ancestry Total Population Czech,40,32,0.1,0.1
Estimate Ancestry Total Population Danish,57,54,0.2,0.2
Estimate Ancestry Total Population Dutch,120,88,0.4,0.3
Estimate Ancestry Total Population English,3166,551,10.2,1.8
Estimate Ancestry Total Population French (Except Basque),1178,320,3.8,1.0
Estimate Ancestry Total Population French Canadian,1042,260,3.4,0.8
Estimate Ancestry Total Population German,1342,341,4.3,1.1
Estimate Ancestry Total Population Greek,805,391,2.6,1.3
Estimate Ancestry Total Population Hungarian,65,64,0.2,0.2
Estimate Ancestry Total Population Irish,9179,1143,29.7,3.7
Estimate Ancestry Total Population Italian,6602,913,21.3,3.0
Estimate Ancestry Total Population Lithuanian,90,65,0.3,0.2
Estimate Ancestry Total Population Norwegian,159,117,0.5,0.4
Estimate Ancestry Total Population Polish,965,356,3.1,1.2
Estimate Ancestry Total Population Portuguese,1131,362,3.7,1.2
Estimate Ancestry Total Population Russian,263,153,0.9,0.5
Estimate Ancestry Total Population Scotch-Irish,98,51,0.3,0.2
Estimate Ancestry Total Population Scottish,851,340,2.8,1.1
Estimate Ancestry Total Population Slovak,24,32,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,415,368,1.3,1.2
Estimate Ancestry Total Population Swedish,470,291,1.5,0.9
Estimate Ancestry Total Population Swiss,0,28,0.0,0.1
Estimate Ancestry Total Population Ukrainian,35,32,0.1,0.1
Estimate Ancestry Total Population Welsh,89,72,0.3,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),124,92,0.4,0.3
Estimate Computers And Internet Use Total Households,11903,449,11903,(X)
Estimate Computers And Internet Use Total Households With A Computer,11171,483,93.9,1.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,11037,479,92.7,2.0
