,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",509,79,55.6,9.5
Estimate Marital Status Males 15 Years And Over Separated,5,8,0.5,0.9
Estimate Marital Status Males 15 Years And Over Widowed,6,10,0.7,1.1
Estimate Marital Status Males 15 Years And Over Divorced,81,41,8.8,4.2
Estimate Marital Status Females 15 Years And Over,837,114,837,(X)
Estimate Marital Status Females 15 Years And Over Never Married,189,65,22.6,7.5
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",514,83,61.4,8.7
Estimate Marital Status Females 15 Years And Over Separated,7,11,0.8,1.3
Estimate Marital Status Females 15 Years And Over Widowed,94,82,11.2,9.0
Estimate Marital Status Females 15 Years And Over Divorced,33,26,3.9,3.3
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,29,22,29,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",19,19,65.5,34.5
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",99,98,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",86,66,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,520,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",193,157,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",34,50,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,50,32,50,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,13,16,26.0,27.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,46.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,10,15,20.0,25.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,46.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,3,5,6.0,10.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,13,16,13,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,8,10,61.5,27.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,10,15,76.9,45.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School,272,75,272,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",21,15,7.7,5.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,0,13,0.0,13.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),127,47,46.7,12.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),49,35,18.0,11.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,75,38,27.6,11.3
Estimate Educational Attainment Population 25 Years And Over,1598,225,1598,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,7,9,0.4,0.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",85,43,5.3,2.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),603,227,37.7,10.2
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",281,88,17.6,6.0
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,174,51,10.9,3.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,292,78,18.3,5.0
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,156,58,9.8,3.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,1506,218,94.2,2.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,448,100,28.0,6.7
Estimate Veteran Status Civilian Population 18 Years And Over,1707,221,1707,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,177,111,10.4,5.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,2040,235,2040,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,267,107,13.1,4.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,333,69,333,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,8,14,2.4,4.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,1228,168,1228,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,97,51,7.9,4.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,479,117,479,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,162,94,33.8,14.5
Estimate Residence 1 Year Ago Population 1 Year And Over,1987,240,1987,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1854,251,93.3,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),133,60,6.7,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,128,58,6.4,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,87,53,4.4,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,41,29,2.1,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,0,13,0.0,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,41,29,2.1,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,5,7,0.3,0.4
Estimate Place Of Birth Total Population,2040,235,2040,(X)
Estimate Place Of Birth Total Population Native,1934,229,94.8,2.8
Estimate Place Of Birth Total Population Native Born In United States,1914,226,93.8,3.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,1607,219,78.8,5.4
Estimate Place Of Birth Total Population Native Born In United States Different State,307,78,15.0,3.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",20,21,1.0,1.0
Estimate Place Of Birth Total Population Foreign Born,106,58,5.2,2.8
Estimate U.S. Citizenship Status Foreign-Born Population,106,58,106,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,40,23,37.7,27.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,66,56,62.3,27.1
Estimate Year Of Entry Population Born Outside The United States,126,62,126,(X)
Estimate Year Of Entry Population Born Outside The United States Native,20,21,20,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,73.6
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,20,21,100.0,73.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born,106,58,106,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,30,26,28.3,24.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,76,53,71.7,24.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",106,58,106,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",61,52,57.5,29.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,30.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,30.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,30.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",38,30,35.8,27.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",7,8,6.6,9.0
Estimate Language Spoken At Home Population 5 Years And Over,1917,242,1917,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,1801,238,93.9,2.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,116,56,6.1,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",34,29,1.8,1.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,63,41,3.3,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",23,25,1.2,1.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,53,36,2.8,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",11,12,0.6,0.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,2.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,2.1
Estimate Ancestry Total Population,2040,235,2040,(X)
Estimate Ancestry Total Population American,504,229,24.7,9.8
Estimate Ancestry Total Population Arab,0,13,0.0,1.9
Estimate Ancestry Total Population Czech,0,13,0.0,1.9
Estimate Ancestry Total Population Danish,0,13,0.0,1.9
Estimate Ancestry Total Population Dutch,10,11,0.5,0.5
Estimate Ancestry Total Population English,214,69,10.5,3.5
Estimate Ancestry Total Population French (Except Basque),283,90,13.9,4.6
Estimate Ancestry Total Population French Canadian,109,61,5.3,3.0
Estimate Ancestry Total Population German,127,64,6.2,3.1
Estimate Ancestry Total Population Greek,0,13,0.0,1.9
Estimate Ancestry Total Population Hungarian,0,13,0.0,1.9
Estimate Ancestry Total Population Irish,265,84,13.0,4.3
Estimate Ancestry Total Population Italian,130,47,6.4,2.4
Estimate Ancestry Total Population Lithuanian,37,25,1.8,1.2
Estimate Ancestry Total Population Norwegian,8,10,0.4,0.5
Estimate Ancestry Total Population Polish,85,34,4.2,1.7
Estimate Ancestry Total Population Portuguese,23,21,1.1,1.0
Estimate Ancestry Total Population Russian,6,9,0.3,0.4
Estimate Ancestry Total Population Scotch-Irish,29,30,1.4,1.4
Estimate Ancestry Total Population Scottish,85,58,4.2,2.8
Estimate Ancestry Total Population Slovak,0,13,0.0,1.9
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,1.9
Estimate Ancestry Total Population Swedish,24,17,1.2,0.9
Estimate Ancestry Total Population Swiss,0,13,0.0,1.9
Estimate Ancestry Total Population Ukrainian,0,13,0.0,1.9
Estimate Ancestry Total Population Welsh,3,5,0.1,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),16,23,0.8,1.1
Estimate Computers And Internet Use Total Households,835,128,835,(X)
Estimate Computers And Internet Use Total Households With A Computer,818,128,98.0,2.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,732,100,87.7,12.5
