,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,32,31,32,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,32,31,100.0,58.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,25,0.0,58.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School,5365,682,5365,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",130,83,2.4,1.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,241,173,4.5,3.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1379,341,25.7,5.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),952,221,17.7,3.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,2663,519,49.6,7.1
Estimate Educational Attainment Population 25 Years And Over,22096,1198,22096,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,2477,537,11.2,2.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1041,412,4.7,1.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),3294,525,14.9,2.2
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2325,400,10.5,1.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,721,245,3.3,1.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,5988,579,27.1,2.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,6250,644,28.3,2.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,18578,941,84.1,2.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,12238,866,55.4,3.1
Estimate Veteran Status Civilian Population 18 Years And Over,24481,1283,24481,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,426,169,1.7,0.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,26701,1389,26701,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,3911,623,14.6,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3215,547,3215,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,134,86,4.2,2.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,19920,1122,19920,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2446,507,12.3,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3566,548,3566,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1331,334,37.3,6.9
Estimate Residence 1 Year Ago Population 1 Year And Over,27543,1407,27543,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,21645,1392,78.6,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),5898,816,21.4,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,5465,734,19.8,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,3235,627,11.7,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,2230,349,8.1,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1214,266,4.4,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,1016,248,3.7,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,433,188,1.6,0.7
Estimate Place Of Birth Total Population,27718,1402,27718,(X)
Estimate Place Of Birth Total Population Native,19911,1100,71.8,2.9
Estimate Place Of Birth Total Population Native Born In United States,18352,1070,66.2,3.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,9907,876,35.7,2.8
Estimate Place Of Birth Total Population Native Born In United States Different State,8445,666,30.5,2.3
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1559,445,5.6,1.6
Estimate Place Of Birth Total Population Foreign Born,7807,973,28.2,2.9
Estimate U.S. Citizenship Status Foreign-Born Population,7807,973,7807,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,4932,825,63.2,6.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,2875,546,36.8,6.0
Estimate Year Of Entry Population Born Outside The United States,9366,1057,9366,(X)
Estimate Year Of Entry Population Born Outside The United States Native,1559,445,1559,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,119,61,7.6,4.1
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,1440,436,92.4,4.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born,7807,973,7807,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,2063,466,26.4,5.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,5744,869,73.6,5.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",7807,973,7807,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",723,222,9.3,3.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",3599,849,46.1,6.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",937,329,12.0,4.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",74,48,0.9,0.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",2259,445,28.9,5.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",215,109,2.8,1.4
Estimate Language Spoken At Home Population 5 Years And Over,26757,1396,26757,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,16232,1012,60.7,3.2
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,10525,1144,39.3,3.2
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",5506,1014,20.6,3.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,4568,771,17.1,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",2199,551,8.2,2.0
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1729,362,6.5,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",308,172,1.2,0.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,3417,969,12.8,3.3
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",2587,860,9.7,3.0
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,811,265,3.0,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",412,218,1.5,0.8
Estimate Ancestry Total Population,27718,1402,27718,(X)
Estimate Ancestry Total Population American,458,164,1.7,0.6
Estimate Ancestry Total Population Arab,278,125,1.0,0.5
Estimate Ancestry Total Population Czech,49,29,0.2,0.1
Estimate Ancestry Total Population Danish,71,55,0.3,0.2
Estimate Ancestry Total Population Dutch,153,80,0.6,0.3
Estimate Ancestry Total Population English,1512,402,5.5,1.4
Estimate Ancestry Total Population French (Except Basque),422,134,1.5,0.5
Estimate Ancestry Total Population French Canadian,411,152,1.5,0.6
Estimate Ancestry Total Population German,1774,481,6.4,1.7
Estimate Ancestry Total Population Greek,254,120,0.9,0.4
Estimate Ancestry Total Population Hungarian,84,52,0.3,0.2
Estimate Ancestry Total Population Irish,3039,524,11.0,1.8
Estimate Ancestry Total Population Italian,2061,329,7.4,1.2
Estimate Ancestry Total Population Lithuanian,50,41,0.2,0.1
Estimate Ancestry Total Population Norwegian,140,135,0.5,0.5
Estimate Ancestry Total Population Polish,583,181,2.1,0.6
Estimate Ancestry Total Population Portuguese,346,162,1.2,0.6
Estimate Ancestry Total Population Russian,334,148,1.2,0.5
Estimate Ancestry Total Population Scotch-Irish,123,71,0.4,0.3
Estimate Ancestry Total Population Scottish,289,117,1.0,0.4
Estimate Ancestry Total Population Slovak,68,77,0.2,0.3
Estimate Ancestry Total Population Subsaharan African,841,301,3.0,1.1
Estimate Ancestry Total Population Swedish,142,83,0.5,0.3
Estimate Ancestry Total Population Swiss,53,51,0.2,0.2
Estimate Ancestry Total Population Ukrainian,25,33,0.1,0.1
Estimate Ancestry Total Population Welsh,123,101,0.4,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),434,276,1.6,1.0
Estimate Computers And Internet Use Total Households,13847,669,13847,(X)
Estimate Computers And Internet Use Total Households With A Computer,12944,680,93.5,2.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,12334,671,89.1,2.0
