,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,422,153,62.9,13.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born,7096,582,7096,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,2362,404,33.3,5.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,4734,536,66.7,5.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",7096,582,7096,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",2064,361,29.1,4.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",4123,455,58.1,4.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",192,109,2.7,1.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",45,34,0.6,0.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",508,215,7.2,2.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",164,106,2.3,1.5
Estimate Language Spoken At Home Population 5 Years And Over,25319,307,25319,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,17416,715,68.8,2.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,7903,764,31.2,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",2160,374,8.5,1.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,675,261,2.7,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",196,124,0.8,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,3627,528,14.3,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",790,268,3.1,1.0
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,3289,498,13.0,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",1129,263,4.5,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,312,167,1.2,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",45,51,0.2,0.2
Estimate Ancestry Total Population,27016,61,27016,(X)
Estimate Ancestry Total Population American,678,231,2.5,0.9
Estimate Ancestry Total Population Arab,305,144,1.1,0.5
Estimate Ancestry Total Population Czech,219,108,0.8,0.4
Estimate Ancestry Total Population Danish,92,68,0.3,0.3
Estimate Ancestry Total Population Dutch,215,102,0.8,0.4
Estimate Ancestry Total Population English,3182,438,11.8,1.6
Estimate Ancestry Total Population French (Except Basque),1286,405,4.8,1.5
Estimate Ancestry Total Population French Canadian,430,133,1.6,0.5
Estimate Ancestry Total Population German,1983,323,7.3,1.2
Estimate Ancestry Total Population Greek,773,225,2.9,0.8
Estimate Ancestry Total Population Hungarian,178,128,0.7,0.5
Estimate Ancestry Total Population Irish,4417,610,16.3,2.3
Estimate Ancestry Total Population Italian,3191,479,11.8,1.8
Estimate Ancestry Total Population Lithuanian,283,150,1.0,0.6
Estimate Ancestry Total Population Norwegian,169,102,0.6,0.4
Estimate Ancestry Total Population Polish,1056,313,3.9,1.2
Estimate Ancestry Total Population Portuguese,257,94,1.0,0.3
Estimate Ancestry Total Population Russian,549,183,2.0,0.7
Estimate Ancestry Total Population Scotch-Irish,140,66,0.5,0.2
Estimate Ancestry Total Population Scottish,781,250,2.9,0.9
Estimate Ancestry Total Population Slovak,13,20,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,140,85,0.5,0.3
Estimate Ancestry Total Population Swedish,682,252,2.5,0.9
Estimate Ancestry Total Population Swiss,125,72,0.5,0.3
Estimate Ancestry Total Population Ukrainian,106,47,0.4,0.2
Estimate Ancestry Total Population Welsh,137,63,0.5,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),49,44,0.2,0.2
Estimate Computers And Internet Use Total Households,10372,291,10372,(X)
Estimate Computers And Internet Use Total Households With A Computer,9935,286,95.8,1.3
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,9802,282,94.5,1.3
