,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate U.S. Citizenship Status Foreign-Born Population,64,38,64,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,40,31,62.5,24.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,24,20,37.5,24.9
Estimate Year Of Entry Population Born Outside The United States,82,42,82,(X)
Estimate Year Of Entry Population Born Outside The United States Native,18,13,18,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,1,2,5.6,13.4
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,17,13,94.4,13.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born,64,38,64,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,4,6,6.3,8.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,60,37,93.8,8.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",64,38,64,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",13,10,20.3,16.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",15,19,23.4,23.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,41.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",8,11,12.5,15.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",24,25,37.5,27.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",4,6,6.3,8.6
Estimate Language Spoken At Home Population 5 Years And Over,1509,180,1509,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,1472,182,97.5,1.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,37,19,2.5,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,13,0.0,2.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,12,9,0.8,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,2.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,21,14,1.4,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,2.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,4,9,0.3,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,2.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,2.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,2.6
Estimate Ancestry Total Population,1542,188,1542,(X)
Estimate Ancestry Total Population American,26,17,1.7,1.1
Estimate Ancestry Total Population Arab,12,11,0.8,0.7
Estimate Ancestry Total Population Czech,9,11,0.6,0.7
Estimate Ancestry Total Population Danish,2,4,0.1,0.3
Estimate Ancestry Total Population Dutch,7,7,0.5,0.4
Estimate Ancestry Total Population English,391,96,25.4,5.2
Estimate Ancestry Total Population French (Except Basque),185,77,12.0,4.7
Estimate Ancestry Total Population French Canadian,75,30,4.9,2.0
Estimate Ancestry Total Population German,163,75,10.6,4.4
Estimate Ancestry Total Population Greek,11,11,0.7,0.8
Estimate Ancestry Total Population Hungarian,10,11,0.6,0.7
Estimate Ancestry Total Population Irish,238,76,15.4,4.2
Estimate Ancestry Total Population Italian,146,57,9.5,3.6
Estimate Ancestry Total Population Lithuanian,12,14,0.8,0.9
Estimate Ancestry Total Population Norwegian,15,13,1.0,0.8
Estimate Ancestry Total Population Polish,90,44,5.8,2.8
Estimate Ancestry Total Population Portuguese,33,34,2.1,2.2
Estimate Ancestry Total Population Russian,22,17,1.4,1.1
Estimate Ancestry Total Population Scotch-Irish,16,11,1.0,0.7
Estimate Ancestry Total Population Scottish,70,37,4.5,2.5
Estimate Ancestry Total Population Slovak,0,13,0.0,2.6
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,2.6
Estimate Ancestry Total Population Swedish,55,35,3.6,2.3
Estimate Ancestry Total Population Swiss,3,4,0.2,0.2
Estimate Ancestry Total Population Ukrainian,4,6,0.3,0.4
Estimate Ancestry Total Population Welsh,26,26,1.7,1.6
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,2.6
Estimate Computers And Internet Use Total Households,704,90,704,(X)
Estimate Computers And Internet Use Total Households With A Computer,641,85,91.1,7.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,599,84,85.1,8.1
