,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",38,67,3.2,6.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,22,38,1.9,3.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),303,136,25.5,10.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),501,268,42.2,14.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,322,181,27.2,11.9
Estimate Educational Attainment Population 25 Years And Over,5828,804,5828,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1,4,0.0,0.1
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",206,136,3.5,2.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1345,402,23.1,6.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",979,320,16.8,4.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1058,328,18.2,5.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1186,401,20.4,6.6
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1053,333,18.1,4.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,5621,782,96.4,2.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2239,489,38.4,5.9
Estimate Veteran Status Civilian Population 18 Years And Over,6215,803,6215,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,676,248,10.9,3.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,7263,873,7263,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,707,202,9.7,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1048,331,1048,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,106,99,10.1,10.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,4767,747,4767,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,248,125,5.2,2.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1448,265,1448,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,353,115,24.4,7.8
Estimate Residence 1 Year Ago Population 1 Year And Over,7223,867,7223,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,6810,877,94.3,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),413,246,5.7,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,413,246,5.7,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,199,150,2.8,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,214,132,3.0,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,21,27,0.3,0.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,193,126,2.7,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,19,0.0,0.6
Estimate Place Of Birth Total Population,7283,877,7283,(X)
Estimate Place Of Birth Total Population Native,7041,865,96.7,2.0
Estimate Place Of Birth Total Population Native Born In United States,6994,877,96.0,2.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,5222,758,71.7,4.7
Estimate Place Of Birth Total Population Native Born In United States Different State,1772,357,24.3,4.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",47,39,0.6,0.6
Estimate Place Of Birth Total Population Foreign Born,242,145,3.3,2.0
Estimate U.S. Citizenship Status Foreign-Born Population,242,145,242,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,175,102,72.3,22.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,67,78,27.7,22.8
Estimate Year Of Entry Population Born Outside The United States,289,145,289,(X)
Estimate Year Of Entry Population Born Outside The United States Native,47,39,47,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,48.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,47,39,100.0,48.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,242,145,242,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,19,0.0,15.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,242,145,100.0,15.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",242,145,242,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",37,30,15.3,14.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1,4,0.4,1.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",15,28,6.2,12.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,15.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",105,99,43.4,28.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",84,88,34.7,28.2
Estimate Language Spoken At Home Population 5 Years And Over,7122,854,7122,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,6775,847,95.1,3.4
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,347,244,4.9,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",33,43,0.5,0.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,21,33,0.3,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,135,110,1.9,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",32,42,0.4,0.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1,4,0.0,0.1
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",1,4,0.0,0.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,190,217,2.7,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Ancestry Total Population,7283,877,7283,(X)
Estimate Ancestry Total Population American,225,148,3.1,2.0
Estimate Ancestry Total Population Arab,0,19,0.0,0.5
Estimate Ancestry Total Population Czech,11,18,0.2,0.2
Estimate Ancestry Total Population Danish,13,20,0.2,0.3
Estimate Ancestry Total Population Dutch,9,17,0.1,0.2
Estimate Ancestry Total Population English,1163,362,16.0,4.7
Estimate Ancestry Total Population French (Except Basque),754,368,10.4,4.5
Estimate Ancestry Total Population French Canadian,261,158,3.6,2.2
Estimate Ancestry Total Population German,960,405,13.2,4.8
Estimate Ancestry Total Population Greek,0,19,0.0,0.5
Estimate Ancestry Total Population Hungarian,14,24,0.2,0.3
Estimate Ancestry Total Population Irish,1976,557,27.1,7.4
Estimate Ancestry Total Population Italian,767,214,10.5,3.0
Estimate Ancestry Total Population Lithuanian,106,140,1.5,1.9
Estimate Ancestry Total Population Norwegian,68,101,0.9,1.4
Estimate Ancestry Total Population Polish,200,206,2.7,2.9
Estimate Ancestry Total Population Portuguese,234,156,3.2,2.1
Estimate Ancestry Total Population Russian,284,326,3.9,4.5
Estimate Ancestry Total Population Scotch-Irish,112,146,1.5,2.1
Estimate Ancestry Total Population Scottish,181,100,2.5,1.4
Estimate Ancestry Total Population Slovak,0,19,0.0,0.5
Estimate Ancestry Total Population Subsaharan African,18,30,0.2,0.4
Estimate Ancestry Total Population Swedish,120,88,1.6,1.2
Estimate Ancestry Total Population Swiss,11,17,0.2,0.2
Estimate Ancestry Total Population Ukrainian,0,19,0.0,0.5
Estimate Ancestry Total Population Welsh,10,18,0.1,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),199,216,2.7,3.0
Estimate Computers And Internet Use Total Households,3064,404,3064,(X)
Estimate Computers And Internet Use Total Households With A Computer,3014,398,98.4,2.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3000,399,97.9,2.2
