,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,653,185,17.0,4.5
Estimate Educational Attainment Population 25 Years And Over,10089,334,10089,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,136,88,1.3,0.9
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",196,177,1.9,1.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1179,208,11.7,2.0
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1216,296,12.1,2.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,608,189,6.0,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3808,364,37.7,3.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2946,296,29.2,2.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,9757,354,96.7,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,6754,380,66.9,3.6
Estimate Veteran Status Civilian Population 18 Years And Over,10999,310,10999,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,608,160,5.5,1.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,14359,268,14359,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1058,244,7.4,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3387,287,3387,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,69,54,2.0,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,8645,315,8645,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,401,128,4.6,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2327,277,2327,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,588,195,25.3,7.7
Estimate Residence 1 Year Ago Population 1 Year And Over,14306,270,14306,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,13270,443,92.8,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1036,371,7.2,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,994,365,6.9,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,644,302,4.5,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,350,168,2.4,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,187,147,1.3,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,163,97,1.1,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,42,40,0.3,0.3
Estimate Place Of Birth Total Population,14386,268,14386,(X)
Estimate Place Of Birth Total Population Native,13004,434,90.4,2.6
Estimate Place Of Birth Total Population Native Born In United States,12860,448,89.4,2.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,9194,503,63.9,3.2
Estimate Place Of Birth Total Population Native Born In United States Different State,3666,459,25.5,3.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",144,80,1.0,0.6
Estimate Place Of Birth Total Population Foreign Born,1382,380,9.6,2.6
Estimate U.S. Citizenship Status Foreign-Born Population,1382,380,1382,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,623,178,45.1,14.4
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,759,358,54.9,14.4
Estimate Year Of Entry Population Born Outside The United States,1526,390,1526,(X)
Estimate Year Of Entry Population Born Outside The United States Native,144,80,144,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,36,45,25.0,27.2
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,108,65,75.0,27.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1382,380,1382,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,390,338,28.2,19.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,992,232,71.8,19.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1382,380,1382,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",363,160,26.3,8.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",611,254,44.2,10.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",25,26,1.8,1.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",34,41,2.5,3.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",228,134,16.5,9.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",121,83,8.8,6.6
Estimate Language Spoken At Home Population 5 Years And Over,13778,280,13778,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,12173,502,88.4,3.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1605,456,11.6,3.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",465,260,3.4,1.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,295,210,2.1,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",74,56,0.5,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1015,435,7.4,3.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",325,248,2.4,1.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,233,135,1.7,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",35,36,0.3,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,62,66,0.4,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",31,49,0.2,0.4
Estimate Ancestry Total Population,14386,268,14386,(X)
Estimate Ancestry Total Population American,629,259,4.4,1.8
Estimate Ancestry Total Population Arab,105,125,0.7,0.9
Estimate Ancestry Total Population Czech,37,46,0.3,0.3
Estimate Ancestry Total Population Danish,6,10,0.0,0.1
Estimate Ancestry Total Population Dutch,143,134,1.0,0.9
Estimate Ancestry Total Population English,2468,439,17.2,3.1
Estimate Ancestry Total Population French (Except Basque),843,262,5.9,1.8
Estimate Ancestry Total Population French Canadian,423,129,2.9,0.9
Estimate Ancestry Total Population German,1178,336,8.2,2.3
Estimate Ancestry Total Population Greek,177,102,1.2,0.7
Estimate Ancestry Total Population Hungarian,25,28,0.2,0.2
Estimate Ancestry Total Population Irish,3951,464,27.5,3.2
Estimate Ancestry Total Population Italian,2400,428,16.7,3.0
Estimate Ancestry Total Population Lithuanian,77,54,0.5,0.4
Estimate Ancestry Total Population Norwegian,70,64,0.5,0.4
Estimate Ancestry Total Population Polish,778,208,5.4,1.4
Estimate Ancestry Total Population Portuguese,266,129,1.8,0.9
Estimate Ancestry Total Population Russian,409,204,2.8,1.4
Estimate Ancestry Total Population Scotch-Irish,185,135,1.3,0.9
Estimate Ancestry Total Population Scottish,440,190,3.1,1.3
Estimate Ancestry Total Population Slovak,34,42,0.2,0.3
Estimate Ancestry Total Population Subsaharan African,14,21,0.1,0.1
Estimate Ancestry Total Population Swedish,221,123,1.5,0.9
Estimate Ancestry Total Population Swiss,19,20,0.1,0.1
Estimate Ancestry Total Population Ukrainian,85,103,0.6,0.7
Estimate Ancestry Total Population Welsh,75,61,0.5,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),19,26,0.1,0.2
Estimate Computers And Internet Use Total Households,5354,220,5354,(X)
Estimate Computers And Internet Use Total Households With A Computer,5088,217,95.0,2.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4953,210,92.5,2.3
