,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,5696,307,97.3,2.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,4005,326,68.4,4.9
Estimate Veteran Status Civilian Population 18 Years And Over,6259,266,6259,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,336,136,5.4,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,8265,50,8265,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,742,271,9.0,3.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2006,256,2006,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,16,27,0.8,1.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,4734,299,4734,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,302,160,6.4,3.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1525,318,1525,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,424,197,27.8,9.3
Estimate Residence 1 Year Ago Population 1 Year And Over,8201,81,8201,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,7837,303,95.6,3.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),364,284,4.4,3.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,364,284,4.4,3.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,309,280,3.8,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,55,66,0.7,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,0,19,0.0,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,55,66,0.7,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,19,0.0,0.5
Estimate Place Of Birth Total Population,8265,50,8265,(X)
Estimate Place Of Birth Total Population Native,7761,254,93.9,2.9
Estimate Place Of Birth Total Population Native Born In United States,7631,260,92.3,3.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,5532,489,66.9,5.9
Estimate Place Of Birth Total Population Native Born In United States Different State,2099,386,25.4,4.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",130,121,1.6,1.5
Estimate Place Of Birth Total Population Foreign Born,504,243,6.1,2.9
Estimate U.S. Citizenship Status Foreign-Born Population,504,243,504,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,408,219,81.0,17.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,96,98,19.0,17.1
Estimate Year Of Entry Population Born Outside The United States,634,250,634,(X)
Estimate Year Of Entry Population Born Outside The United States Native,130,121,130,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,26.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,130,121,100.0,26.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,504,243,504,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,98,99,19.4,16.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,406,206,80.6,16.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",504,243,504,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",279,190,55.4,23.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",129,84,25.6,16.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,19,0.0,7.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",65,91,12.9,16.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",7,12,1.4,2.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",24,43,4.8,7.4
Estimate Language Spoken At Home Population 5 Years And Over,7994,126,7994,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,7454,434,93.2,5.2
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,540,417,6.8,5.2
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",65,67,0.8,0.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,16,25,0.2,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,19,0.0,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,356,377,4.5,4.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",65,67,0.8,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,168,119,2.1,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,19,0.0,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,19,0.0,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.5
Estimate Ancestry Total Population,8265,50,8265,(X)
Estimate Ancestry Total Population American,475,277,5.7,3.4
Estimate Ancestry Total Population Arab,197,245,2.4,3.0
Estimate Ancestry Total Population Czech,0,19,0.0,0.5
Estimate Ancestry Total Population Danish,122,185,1.5,2.2
Estimate Ancestry Total Population Dutch,93,109,1.1,1.3
Estimate Ancestry Total Population English,1251,384,15.1,4.7
Estimate Ancestry Total Population French (Except Basque),574,332,6.9,4.0
Estimate Ancestry Total Population French Canadian,445,203,5.4,2.5
Estimate Ancestry Total Population German,578,303,7.0,3.7
Estimate Ancestry Total Population Greek,453,348,5.5,4.2
Estimate Ancestry Total Population Hungarian,0,19,0.0,0.5
Estimate Ancestry Total Population Irish,1983,490,24.0,5.9
Estimate Ancestry Total Population Italian,1423,437,17.2,5.3
Estimate Ancestry Total Population Lithuanian,150,127,1.8,1.5
Estimate Ancestry Total Population Norwegian,90,83,1.1,1.0
Estimate Ancestry Total Population Polish,202,144,2.4,1.7
Estimate Ancestry Total Population Portuguese,70,64,0.8,0.8
Estimate Ancestry Total Population Russian,239,158,2.9,1.9
Estimate Ancestry Total Population Scotch-Irish,48,41,0.6,0.5
Estimate Ancestry Total Population Scottish,267,130,3.2,1.6
Estimate Ancestry Total Population Slovak,86,87,1.0,1.1
Estimate Ancestry Total Population Subsaharan African,0,19,0.0,0.5
Estimate Ancestry Total Population Swedish,58,55,0.7,0.7
Estimate Ancestry Total Population Swiss,0,19,0.0,0.5
Estimate Ancestry Total Population Ukrainian,14,24,0.2,0.3
Estimate Ancestry Total Population Welsh,52,51,0.6,0.6
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),112,113,1.4,1.4
Estimate Computers And Internet Use Total Households,2905,139,2905,(X)
Estimate Computers And Internet Use Total Households With A Computer,2905,139,100.0,1.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2868,148,98.7,1.4
