,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),35,58,10.1,15.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,189,85,54.6,17.7
Estimate Educational Attainment Population 25 Years And Over,4194,438,4194,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,0,13,0.0,0.9
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",0,13,0.0,0.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),82,50,2.0,1.2
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",242,94,5.8,2.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,115,70,2.7,1.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1647,291,39.3,6.0
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2108,370,50.3,6.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,4194,438,100.0,0.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,3755,429,89.5,3.0
Estimate Veteran Status Civilian Population 18 Years And Over,4400,432,4400,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,121,82,2.8,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,4614,443,4614,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,66,49,1.4,1.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,250,87,250,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,13,0.0,14.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3924,400,3924,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,55,45,1.4,1.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,440,143,440,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,11,17,2.5,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over,4764,442,4764,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,3209,417,67.4,5.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1555,264,32.6,5.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1547,264,32.5,5.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,473,152,9.9,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1074,225,22.5,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,644,208,13.5,4.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,430,126,9.0,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,8,12,0.2,0.3
Estimate Place Of Birth Total Population,4830,442,4830,(X)
Estimate Place Of Birth Total Population Native,3748,405,77.6,6.2
Estimate Place Of Birth Total Population Native Born In United States,3701,398,76.6,6.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,1620,297,33.5,5.3
Estimate Place Of Birth Total Population Native Born In United States Different State,2081,293,43.1,5.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",47,45,1.0,0.9
Estimate Place Of Birth Total Population Foreign Born,1082,333,22.4,6.2
Estimate U.S. Citizenship Status Foreign-Born Population,1082,333,1082,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,544,201,50.3,15.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,538,269,49.7,15.9
Estimate Year Of Entry Population Born Outside The United States,1129,337,1129,(X)
Estimate Year Of Entry Population Born Outside The United States Native,47,45,47,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,48.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,47,45,100.0,48.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1082,333,1082,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,268,139,24.8,11.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,814,298,75.2,11.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1082,333,1082,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",286,102,26.4,10.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",444,252,41.0,16.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",55,50,5.1,5.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,3.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",43,48,4.0,4.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",254,187,23.5,14.3
Estimate Language Spoken At Home Population 5 Years And Over,4656,435,4656,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,3742,404,80.4,5.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,914,292,19.6,5.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",127,78,2.7,1.7
Estimate Language Spoken At Home Population 5 Years And Over Spanish,95,71,2.0,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,0.9
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,530,244,11.4,4.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",81,72,1.7,1.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,224,136,4.8,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",31,38,0.7,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,65,91,1.4,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",15,23,0.3,0.5
Estimate Ancestry Total Population,4830,442,4830,(X)
Estimate Ancestry Total Population American,62,55,1.3,1.2
Estimate Ancestry Total Population Arab,82,83,1.7,1.7
Estimate Ancestry Total Population Czech,0,13,0.0,0.8
Estimate Ancestry Total Population Danish,28,25,0.6,0.5
Estimate Ancestry Total Population Dutch,57,47,1.2,1.0
Estimate Ancestry Total Population English,539,168,11.2,3.4
Estimate Ancestry Total Population French (Except Basque),120,80,2.5,1.7
Estimate Ancestry Total Population French Canadian,88,67,1.8,1.4
Estimate Ancestry Total Population German,427,163,8.8,3.3
Estimate Ancestry Total Population Greek,28,32,0.6,0.7
Estimate Ancestry Total Population Hungarian,84,85,1.7,1.7
Estimate Ancestry Total Population Irish,852,206,17.6,4.2
Estimate Ancestry Total Population Italian,726,217,15.0,4.0
Estimate Ancestry Total Population Lithuanian,36,43,0.7,0.9
Estimate Ancestry Total Population Norwegian,11,18,0.2,0.4
Estimate Ancestry Total Population Polish,263,122,5.4,2.5
Estimate Ancestry Total Population Portuguese,37,36,0.8,0.7
Estimate Ancestry Total Population Russian,185,94,3.8,1.9
Estimate Ancestry Total Population Scotch-Irish,73,59,1.5,1.2
Estimate Ancestry Total Population Scottish,43,40,0.9,0.8
Estimate Ancestry Total Population Slovak,0,13,0.0,0.8
Estimate Ancestry Total Population Subsaharan African,56,88,1.2,1.8
Estimate Ancestry Total Population Swedish,88,55,1.8,1.2
Estimate Ancestry Total Population Swiss,0,13,0.0,0.8
Estimate Ancestry Total Population Ukrainian,36,58,0.7,1.2
Estimate Ancestry Total Population Welsh,26,32,0.5,0.7
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),16,29,0.3,0.6
Estimate Computers And Internet Use Total Households,3016,355,3016,(X)
Estimate Computers And Internet Use Total Households With A Computer,2982,355,98.9,1.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2994,354,99.3,0.7
