,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate School Enrollment Population 3 Years And Over Enrolled In School,211,82,211,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",28,26,13.3,13.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,17,21,8.1,9.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),102,60,48.3,20.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),41,31,19.4,12.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,23,38,10.9,16.9
Estimate Educational Attainment Population 25 Years And Over,891,196,891,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,0,13,0.0,4.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",29,23,3.3,2.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),131,79,14.7,8.9
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",198,94,22.2,10.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,49,48,5.5,5.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,274,136,30.8,13.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,210,101,23.6,9.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,862,190,96.7,2.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,484,178,54.3,14.0
Estimate Veteran Status Civilian Population 18 Years And Over,918,208,918,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,98,61,10.7,6.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,1141,265,1141,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,166,74,14.5,6.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,223,80,223,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,13,0.0,16.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,558,186,558,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,42,34,7.5,5.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,360,111,360,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,124,64,34.4,16.0
Estimate Residence 1 Year Ago Population 1 Year And Over,1122,255,1122,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1059,241,94.4,4.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),63,57,5.6,4.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,36,42,3.2,3.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,0,13,0.0,3.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,36,42,3.2,3.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,11,17,1.0,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,25,39,2.2,3.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,27,39,2.4,3.4
Estimate Place Of Birth Total Population,1141,265,1141,(X)
Estimate Place Of Birth Total Population Native,1093,246,95.8,3.4
Estimate Place Of Birth Total Population Native Born In United States,1093,246,95.8,3.4
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,640,159,56.1,9.5
Estimate Place Of Birth Total Population Native Born In United States Different State,453,150,39.7,8.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",0,13,0.0,3.4
Estimate Place Of Birth Total Population Foreign Born,48,43,4.2,3.4
Estimate U.S. Citizenship Status Foreign-Born Population,48,43,48,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,21,24,43.8,53.6
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,27,39,56.3,53.6
Estimate Year Of Entry Population Born Outside The United States,48,43,48,(X)
Estimate Year Of Entry Population Born Outside The United States Native,0,13,0,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,48,43,48,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,27,39,56.3,53.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,21,24,43.8,53.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",48,43,48,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",39,44,81.3,41.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,47.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,47.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,47.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",9,16,18.8,41.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,47.5
Estimate Language Spoken At Home Population 5 Years And Over,1078,242,1078,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,1031,234,95.6,3.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,47,39,4.4,3.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,13,0.0,3.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,20,18,1.9,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,3.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,27,39,2.5,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,3.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,3.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,3.6
Estimate Ancestry Total Population,1141,265,1141,(X)
Estimate Ancestry Total Population American,68,62,6.0,5.5
Estimate Ancestry Total Population Arab,0,13,0.0,3.4
Estimate Ancestry Total Population Czech,0,13,0.0,3.4
Estimate Ancestry Total Population Danish,27,39,2.4,3.3
Estimate Ancestry Total Population Dutch,0,13,0.0,3.4
Estimate Ancestry Total Population English,251,140,22.0,9.9
Estimate Ancestry Total Population French (Except Basque),12,18,1.1,1.6
Estimate Ancestry Total Population French Canadian,26,32,2.3,2.8
Estimate Ancestry Total Population German,143,87,12.5,6.0
Estimate Ancestry Total Population Greek,18,23,1.6,2.1
Estimate Ancestry Total Population Hungarian,82,104,7.2,8.7
Estimate Ancestry Total Population Irish,192,105,16.8,8.6
Estimate Ancestry Total Population Italian,41,37,3.6,3.1
Estimate Ancestry Total Population Lithuanian,31,51,2.7,4.1
Estimate Ancestry Total Population Norwegian,10,16,0.9,1.4
Estimate Ancestry Total Population Polish,0,13,0.0,3.4
Estimate Ancestry Total Population Portuguese,6,10,0.5,0.9
Estimate Ancestry Total Population Russian,0,13,0.0,3.4
Estimate Ancestry Total Population Scotch-Irish,0,13,0.0,3.4
Estimate Ancestry Total Population Scottish,28,30,2.5,2.5
Estimate Ancestry Total Population Slovak,0,13,0.0,3.4
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,3.4
Estimate Ancestry Total Population Swedish,34,43,3.0,3.6
Estimate Ancestry Total Population Swiss,0,13,0.0,3.4
Estimate Ancestry Total Population Ukrainian,0,13,0.0,3.4
Estimate Ancestry Total Population Welsh,22,37,1.9,3.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,3.4
Estimate Computers And Internet Use Total Households,555,135,555,(X)
Estimate Computers And Internet Use Total Households With A Computer,538,135,96.9,3.8
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,549,136,98.9,1.7
