,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,33,25,33,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",3,4,9.1,12.6
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",14,18,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",71,64,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,490,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",159,157,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",9,18,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,40,36,40,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,35,35,87.5,23.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,3,4,7.5,12.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,5,6,12.5,17.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,52.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,27,34,67.5,36.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,35,35,35,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,18,18,51.4,10.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,35,35,100.0,55.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School,396,126,396,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",36,27,9.1,6.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,27,26,6.8,5.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),137,73,34.6,13.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),126,56,31.8,11.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,70,34,17.7,8.4
Estimate Educational Attainment Population 25 Years And Over,2008,225,2008,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,0,13,0.0,2.0
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",185,66,9.2,3.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),745,135,37.1,4.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",469,111,23.4,4.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,196,64,9.8,3.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,267,75,13.3,3.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,146,44,7.3,2.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,1823,232,90.8,3.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,413,88,20.6,4.2
Estimate Veteran Status Civilian Population 18 Years And Over,2182,243,2182,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,166,63,7.6,2.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,2610,276,2610,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,296,82,11.3,3.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,428,105,428,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,6,7,1.4,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,1626,233,1626,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,187,73,11.5,4.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,556,95,556,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,103,42,18.5,7.3
Estimate Residence 1 Year Ago Population 1 Year And Over,2564,283,2564,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,2417,271,94.3,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),147,103,5.7,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,147,103,5.7,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,53,40,2.1,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,94,92,3.7,3.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,12,15,0.5,0.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,82,91,3.2,3.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,1.5
Estimate Place Of Birth Total Population,2610,276,2610,(X)
Estimate Place Of Birth Total Population Native,2562,280,98.2,1.1
Estimate Place Of Birth Total Population Native Born In United States,2559,279,98.0,1.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,2001,238,76.7,4.0
Estimate Place Of Birth Total Population Native Born In United States Different State,558,122,21.4,4.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",3,4,0.1,0.1
Estimate Place Of Birth Total Population Foreign Born,48,29,1.8,1.1
Estimate U.S. Citizenship Status Foreign-Born Population,48,29,48,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,40,28,83.3,16.5
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,8,8,16.7,16.5
Estimate Year Of Entry Population Born Outside The United States,51,30,51,(X)
Estimate Year Of Entry Population Born Outside The United States Native,3,4,3,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,3,4,100.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,48,29,48,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,47.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,48,29,100.0,47.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",48,29,48,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",27,23,56.3,30.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,47.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,47.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",8,13,16.7,24.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",8,8,16.7,18.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",5,8,10.4,18.2
Estimate Language Spoken At Home Population 5 Years And Over,2475,289,2475,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,2424,286,97.9,1.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,51,37,2.1,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",17,13,0.7,0.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,29,27,1.2,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",7,6,0.3,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,22,23,0.9,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",10,12,0.4,0.5
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,1.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,1.6
Estimate Ancestry Total Population,2610,276,2610,(X)
Estimate Ancestry Total Population American,78,53,3.0,1.9
Estimate Ancestry Total Population Arab,0,13,0.0,1.5
Estimate Ancestry Total Population Czech,0,13,0.0,1.5
Estimate Ancestry Total Population Danish,4,7,0.2,0.3
Estimate Ancestry Total Population Dutch,17,13,0.7,0.5
Estimate Ancestry Total Population English,339,120,13.0,4.2
Estimate Ancestry Total Population French (Except Basque),233,86,8.9,3.3
Estimate Ancestry Total Population French Canadian,161,87,6.2,3.2
Estimate Ancestry Total Population German,283,99,10.8,3.7
Estimate Ancestry Total Population Greek,20,28,0.8,1.1
Estimate Ancestry Total Population Hungarian,2,2,0.1,0.1
Estimate Ancestry Total Population Irish,493,131,18.9,4.5
Estimate Ancestry Total Population Italian,333,140,12.8,4.9
Estimate Ancestry Total Population Lithuanian,0,13,0.0,1.5
Estimate Ancestry Total Population Norwegian,0,13,0.0,1.5
Estimate Ancestry Total Population Polish,202,105,7.7,3.6
Estimate Ancestry Total Population Portuguese,37,52,1.4,2.0
Estimate Ancestry Total Population Russian,41,42,1.6,1.6
Estimate Ancestry Total Population Scotch-Irish,2,4,0.1,0.1
Estimate Ancestry Total Population Scottish,75,33,2.9,1.2
Estimate Ancestry Total Population Slovak,9,13,0.3,0.5
Estimate Ancestry Total Population Subsaharan African,6,11,0.2,0.4
Estimate Ancestry Total Population Swedish,9,12,0.3,0.4
Estimate Ancestry Total Population Swiss,0,13,0.0,1.5
Estimate Ancestry Total Population Ukrainian,15,13,0.6,0.5
Estimate Ancestry Total Population Welsh,29,27,1.1,1.0
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,1.5
Estimate Computers And Internet Use Total Households,1104,116,1104,(X)
Estimate Computers And Internet Use Total Households With A Computer,988,115,89.5,5.1
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,944,116,85.5,5.0
