,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,253,192,253,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,196,166,77.5,19.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,74,88,29.2,33.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School,9125,521,9125,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",694,201,7.6,2.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,513,196,5.6,2.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),3853,469,42.2,4.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),2193,317,24.0,3.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1872,338,20.5,3.7
Estimate Educational Attainment Population 25 Years And Over,25775,635,25775,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1974,289,7.7,1.1
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",3600,451,14.0,1.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),8178,654,31.7,2.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",4032,475,15.6,1.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,2313,363,9.0,1.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3462,483,13.4,1.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2216,313,8.6,1.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,20201,747,78.4,2.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,5678,554,22.0,2.1
Estimate Veteran Status Civilian Population 18 Years And Over,29475,595,29475,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1745,266,5.9,0.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,37603,174,37603,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,7389,608,19.7,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,8996,597,8996,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,651,194,7.2,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,23068,674,23068,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,4264,538,18.5,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,5539,476,5539,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,2474,376,44.7,5.0
Estimate Residence 1 Year Ago Population 1 Year And Over,38040,195,38040,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,34214,796,89.9,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),3826,826,10.1,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,3554,719,9.3,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2309,513,6.1,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1245,607,3.3,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,650,325,1.7,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,595,516,1.6,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,272,250,0.7,0.7
Estimate Place Of Birth Total Population,38480,32,38480,(X)
Estimate Place Of Birth Total Population Native,36270,488,94.3,1.3
Estimate Place Of Birth Total Population Native Born In United States,27581,919,71.7,2.4
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,22550,995,58.6,2.6
Estimate Place Of Birth Total Population Native Born In United States Different State,5031,609,13.1,1.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",8689,855,22.6,2.2
Estimate Place Of Birth Total Population Foreign Born,2210,486,5.7,1.3
Estimate U.S. Citizenship Status Foreign-Born Population,2210,486,2210,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1518,339,68.7,12.4
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,692,360,31.3,12.4
Estimate Year Of Entry Population Born Outside The United States,10899,919,10899,(X)
Estimate Year Of Entry Population Born Outside The United States Native,8689,855,8689,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,2395,681,27.6,6.2
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,6294,589,72.4,6.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,2210,486,2210,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,377,211,17.1,8.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1833,398,82.9,8.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",2210,486,2210,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",565,197,25.6,10.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",291,131,13.2,6.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",117,109,5.3,4.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,28,0.0,1.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1068,478,48.3,13.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",169,131,7.6,5.7
Estimate Language Spoken At Home Population 5 Years And Over,36002,362,36002,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,19773,1002,54.9,2.8
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,16229,1026,45.1,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",7073,825,19.6,2.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,14862,992,41.3,2.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",6566,792,18.2,2.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1019,355,2.8,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",402,175,1.1,0.5
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,197,155,0.5,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",94,74,0.3,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,151,141,0.4,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",11,14,0.0,0.1
Estimate Ancestry Total Population,38480,32,38480,(X)
Estimate Ancestry Total Population American,2686,661,7.0,1.7
Estimate Ancestry Total Population Arab,98,103,0.3,0.3
Estimate Ancestry Total Population Czech,39,37,0.1,0.1
Estimate Ancestry Total Population Danish,13,22,0.0,0.1
Estimate Ancestry Total Population Dutch,45,40,0.1,0.1
Estimate Ancestry Total Population English,1050,265,2.7,0.7
Estimate Ancestry Total Population French (Except Basque),2077,352,5.4,0.9
Estimate Ancestry Total Population French Canadian,1483,292,3.9,0.8
Estimate Ancestry Total Population German,1348,296,3.5,0.8
Estimate Ancestry Total Population Greek,80,51,0.2,0.1
Estimate Ancestry Total Population Hungarian,0,28,0.0,0.1
Estimate Ancestry Total Population Irish,5074,564,13.2,1.5
Estimate Ancestry Total Population Italian,1208,289,3.1,0.8
Estimate Ancestry Total Population Lithuanian,98,68,0.3,0.2
Estimate Ancestry Total Population Norwegian,0,28,0.0,0.1
Estimate Ancestry Total Population Polish,2386,419,6.2,1.1
Estimate Ancestry Total Population Portuguese,86,63,0.2,0.2
Estimate Ancestry Total Population Russian,280,166,0.7,0.4
Estimate Ancestry Total Population Scotch-Irish,100,65,0.3,0.2
Estimate Ancestry Total Population Scottish,337,130,0.9,0.3
Estimate Ancestry Total Population Slovak,14,15,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,208,132,0.5,0.3
Estimate Ancestry Total Population Swedish,113,53,0.3,0.1
Estimate Ancestry Total Population Swiss,15,18,0.0,0.1
Estimate Ancestry Total Population Ukrainian,109,124,0.3,0.3
Estimate Ancestry Total Population Welsh,27,26,0.1,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),98,65,0.3,0.2
Estimate Computers And Internet Use Total Households,15062,472,15062,(X)
Estimate Computers And Internet Use Total Households With A Computer,13133,480,87.2,1.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,12214,498,81.1,2.4
