,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),463,147,33.5,10.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),278,121,20.1,8.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,540,221,39.0,12.2
Estimate Educational Attainment Population 25 Years And Over,3972,245,3972,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,29,33,0.7,0.8
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",88,63,2.2,1.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),714,221,18.0,5.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",619,211,15.6,5.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,211,110,5.3,2.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1402,260,35.3,6.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,909,234,22.9,5.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3855,259,97.1,1.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2311,330,58.2,7.6
Estimate Veteran Status Civilian Population 18 Years And Over,4345,215,4345,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,296,114,6.8,2.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,5192,104,5192,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,512,168,9.9,3.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,947,216,947,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,19,0.0,4.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3034,262,3034,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,265,111,8.7,3.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1211,196,1211,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,247,128,20.4,9.1
Estimate Residence 1 Year Ago Population 1 Year And Over,5263,42,5263,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4842,200,92.0,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),421,177,8.0,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,367,156,7.0,3.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,309,140,5.9,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,58,53,1.1,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,35,39,0.7,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,23,37,0.4,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,54,63,1.0,1.2
Estimate Place Of Birth Total Population,5293,16,5293,(X)
Estimate Place Of Birth Total Population Native,5073,109,95.8,2.0
Estimate Place Of Birth Total Population Native Born In United States,5003,135,94.5,2.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,3440,357,65.0,6.7
Estimate Place Of Birth Total Population Native Born In United States Different State,1563,345,29.5,6.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",70,62,1.3,1.2
Estimate Place Of Birth Total Population Foreign Born,220,105,4.2,2.0
Estimate U.S. Citizenship Status Foreign-Born Population,220,105,220,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,108,68,49.1,23.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,112,81,50.9,23.3
Estimate Year Of Entry Population Born Outside The United States,290,133,290,(X)
Estimate Year Of Entry Population Born Outside The United States Native,70,62,70,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,11,16,15.7,28.4
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,59,60,84.3,28.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born,220,105,220,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,60,65,27.3,25.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,160,93,72.7,25.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",220,105,220,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",81,70,36.8,26.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",53,51,24.1,20.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",51,62,23.2,28.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,16.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",35,65,15.9,27.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,19,0.0,16.6
Estimate Language Spoken At Home Population 5 Years And Over,5137,102,5137,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,4765,204,92.8,3.4
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,372,177,7.2,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",11,12,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,45,67,0.9,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",2,4,0.0,0.1
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,217,147,4.2,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,19,0.0,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,110,113,2.1,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",9,11,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,19,0.0,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.8
Estimate Ancestry Total Population,5293,16,5293,(X)
Estimate Ancestry Total Population American,458,278,8.7,5.3
Estimate Ancestry Total Population Arab,0,19,0.0,0.8
Estimate Ancestry Total Population Czech,13,23,0.2,0.4
Estimate Ancestry Total Population Danish,0,19,0.0,0.8
Estimate Ancestry Total Population Dutch,0,19,0.0,0.8
Estimate Ancestry Total Population English,878,252,16.6,4.8
Estimate Ancestry Total Population French (Except Basque),343,193,6.5,3.6
Estimate Ancestry Total Population French Canadian,192,158,3.6,3.0
Estimate Ancestry Total Population German,407,184,7.7,3.5
Estimate Ancestry Total Population Greek,0,19,0.0,0.8
Estimate Ancestry Total Population Hungarian,12,19,0.2,0.4
Estimate Ancestry Total Population Irish,1084,258,20.5,4.9
Estimate Ancestry Total Population Italian,603,199,11.4,3.8
Estimate Ancestry Total Population Lithuanian,31,39,0.6,0.7
Estimate Ancestry Total Population Norwegian,44,52,0.8,1.0
Estimate Ancestry Total Population Polish,976,298,18.4,5.6
Estimate Ancestry Total Population Portuguese,35,37,0.7,0.7
Estimate Ancestry Total Population Russian,105,95,2.0,1.8
Estimate Ancestry Total Population Scotch-Irish,235,157,4.4,3.0
Estimate Ancestry Total Population Scottish,52,49,1.0,0.9
Estimate Ancestry Total Population Slovak,0,19,0.0,0.8
Estimate Ancestry Total Population Subsaharan African,99,115,1.9,2.2
Estimate Ancestry Total Population Swedish,87,59,1.6,1.1
Estimate Ancestry Total Population Swiss,13,23,0.2,0.4
Estimate Ancestry Total Population Ukrainian,0,19,0.0,0.8
Estimate Ancestry Total Population Welsh,0,19,0.0,0.8
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,19,0.0,0.8
Estimate Computers And Internet Use Total Households,2254,168,2254,(X)
Estimate Computers And Internet Use Total Households With A Computer,2103,165,93.3,4.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2092,163,92.8,4.2
