,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Females 15 Years And Over Divorced,762,225,9.2,2.6
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,376,150,376,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",45,35,12.0,9.7
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",24,19,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",79,33,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,61,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",121,59,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",69,52,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,170,79,170,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,28,34,16.5,19.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,25,0.0,20.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,14,23,8.2,13.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,25,0.0,20.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,14,24,8.2,14.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,28,34,28,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,7,12,25.0,29.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,28,34,100.0,62.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School,5236,444,5236,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",304,123,5.8,2.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,305,129,5.8,2.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),2457,306,46.9,4.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1186,233,22.7,3.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,984,208,18.8,3.4
Estimate Educational Attainment Population 25 Years And Over,14775,377,14775,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,219,113,1.5,0.8
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",317,122,2.1,0.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1847,374,12.5,2.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1348,263,9.1,1.7
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,723,166,4.9,1.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,5213,499,35.3,3.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,5108,523,34.6,3.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,14239,428,96.4,1.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,10321,548,69.9,3.3
Estimate Veteran Status Civilian Population 18 Years And Over,15704,421,15704,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,677,138,4.3,0.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,20920,94,20920,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1584,235,7.6,1.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,5482,417,5482,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,59,48,1.1,0.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,12508,414,12508,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,713,182,5.7,1.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2930,351,2930,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,812,185,27.7,5.9
Estimate Residence 1 Year Ago Population 1 Year And Over,20843,166,20843,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,17171,600,82.4,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),3672,563,17.6,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,3058,537,14.7,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1707,431,8.2,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1351,387,6.5,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1014,394,4.9,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,337,159,1.6,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,614,304,2.9,1.5
Estimate Place Of Birth Total Population,21213,44,21213,(X)
Estimate Place Of Birth Total Population Native,15119,672,71.3,3.2
Estimate Place Of Birth Total Population Native Born In United States,14868,654,70.1,3.1
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,9538,562,45.0,2.7
Estimate Place Of Birth Total Population Native Born In United States Different State,5330,582,25.1,2.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",251,110,1.2,0.5
Estimate Place Of Birth Total Population Foreign Born,6094,675,28.7,3.2
Estimate U.S. Citizenship Status Foreign-Born Population,6094,675,6094,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,2698,377,44.3,5.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,3396,529,55.7,5.0
Estimate Year Of Entry Population Born Outside The United States,6345,659,6345,(X)
Estimate Year Of Entry Population Born Outside The United States Native,251,110,251,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,66,58,26.3,20.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,185,98,73.7,20.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,6094,675,6094,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,2627,584,43.1,7.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,3467,479,56.9,7.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",6094,675,6094,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",466,162,7.6,2.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",3936,550,64.6,6.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",572,305,9.4,4.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",8,12,0.1,0.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1086,352,17.8,5.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",26,27,0.4,0.5
Estimate Language Spoken At Home Population 5 Years And Over,19905,293,19905,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,13278,784,66.7,3.6
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,6627,693,33.3,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",1927,392,9.7,2.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,984,315,4.9,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",386,249,1.9,1.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,2953,625,14.8,3.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",897,345,4.5,1.7
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,2168,512,10.9,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",563,175,2.8,0.9
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,522,334,2.6,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",81,73,0.4,0.4
Estimate Ancestry Total Population,21213,44,21213,(X)
Estimate Ancestry Total Population American,783,336,3.7,1.6
Estimate Ancestry Total Population Arab,331,306,1.6,1.4
Estimate Ancestry Total Population Czech,19,27,0.1,0.1
Estimate Ancestry Total Population Danish,45,56,0.2,0.3
Estimate Ancestry Total Population Dutch,125,65,0.6,0.3
Estimate Ancestry Total Population English,1716,377,8.1,1.8
Estimate Ancestry Total Population French (Except Basque),629,189,3.0,0.9
Estimate Ancestry Total Population French Canadian,464,154,2.2,0.7
Estimate Ancestry Total Population German,1207,304,5.7,1.4
Estimate Ancestry Total Population Greek,102,67,0.5,0.3
Estimate Ancestry Total Population Hungarian,60,50,0.3,0.2
Estimate Ancestry Total Population Irish,3009,483,14.2,2.3
Estimate Ancestry Total Population Italian,2230,452,10.5,2.1
Estimate Ancestry Total Population Lithuanian,45,26,0.2,0.1
Estimate Ancestry Total Population Norwegian,50,37,0.2,0.2
Estimate Ancestry Total Population Polish,1017,355,4.8,1.7
Estimate Ancestry Total Population Portuguese,237,222,1.1,1.0
Estimate Ancestry Total Population Russian,303,170,1.4,0.8
Estimate Ancestry Total Population Scotch-Irish,180,169,0.8,0.8
Estimate Ancestry Total Population Scottish,449,152,2.1,0.7
Estimate Ancestry Total Population Slovak,19,23,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,397,365,1.9,1.7
Estimate Ancestry Total Population Swedish,218,167,1.0,0.8
Estimate Ancestry Total Population Swiss,11,14,0.1,0.1
Estimate Ancestry Total Population Ukrainian,24,30,0.1,0.1
Estimate Ancestry Total Population Welsh,78,67,0.4,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),14,19,0.1,0.1
Estimate Computers And Internet Use Total Households,7980,293,7980,(X)
Estimate Computers And Internet Use Total Households With A Computer,7686,285,96.3,1.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,7534,291,94.4,1.7
