,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",44,15,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",6,10,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",88,30,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",11,11,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,2238,525,2238,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,280,128,12.5,6.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,29,35,1.3,1.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,65,61,2.9,2.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,31,0.0,1.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,186,111,8.3,5.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,280,128,280,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,194,83,69.3,13.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,190,117,67.9,18.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School,14943,1273,14943,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",544,188,3.6,1.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,875,278,5.9,1.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),5717,724,38.3,3.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),3778,505,25.3,2.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,4029,537,27.0,2.9
Estimate Educational Attainment Population 25 Years And Over,37750,1684,37750,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,3368,554,8.9,1.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",2901,511,7.7,1.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),9828,779,26.0,1.9
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",7611,738,20.2,1.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,2746,523,7.3,1.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,6724,851,17.8,2.0
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,4572,690,12.1,1.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,31481,1627,83.4,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,11296,1121,29.9,2.4
Estimate Veteran Status Civilian Population 18 Years And Over,42953,1825,42953,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1208,310,2.8,0.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,55853,2554,55853,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,10111,1010,18.1,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,12988,1274,12988,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,1409,385,10.8,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,35232,1682,35232,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,5167,667,14.7,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,7633,719,7633,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,3535,493,46.3,5.3
Estimate Residence 1 Year Ago Population 1 Year And Over,55449,2469,55449,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,46980,2430,84.7,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),8469,1325,15.3,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,7913,1325,14.3,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,5626,1143,10.1,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,2287,588,4.1,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1458,461,2.6,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,829,405,1.5,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,556,260,1.0,0.5
Estimate Place Of Birth Total Population,56070,2548,56070,(X)
Estimate Place Of Birth Total Population Native,38266,2157,68.2,2.3
Estimate Place Of Birth Total Population Native Born In United States,36729,2122,65.5,2.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,29086,1741,51.9,2.1
Estimate Place Of Birth Total Population Native Born In United States Different State,7643,761,13.6,1.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1537,436,2.7,0.8
Estimate Place Of Birth Total Population Foreign Born,17804,1521,31.8,2.3
Estimate U.S. Citizenship Status Foreign-Born Population,17804,1521,17804,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,10788,1206,60.6,4.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,7016,923,39.4,4.1
Estimate Year Of Entry Population Born Outside The United States,19341,1557,19341,(X)
Estimate Year Of Entry Population Born Outside The United States Native,1537,436,1537,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,376,188,24.5,11.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,1161,391,75.5,11.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,17804,1521,17804,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,4852,904,27.3,4.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,12952,1172,72.7,4.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",17804,1521,17804,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",681,268,3.8,1.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",3353,801,18.8,3.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",2428,645,13.6,3.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,31,0.0,0.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",11261,1168,63.2,4.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",81,70,0.5,0.4
Estimate Language Spoken At Home Population 5 Years And Over,52672,2328,52672,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,33562,2182,63.7,3.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,19110,1768,36.3,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",9267,1083,17.6,2.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,7603,1072,14.4,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",3328,676,6.3,1.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,6667,1142,12.7,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",3347,684,6.4,1.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,3290,897,6.2,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",2327,629,4.4,1.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,1550,715,2.9,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",265,149,0.5,0.3
Estimate Ancestry Total Population,56070,2548,56070,(X)
Estimate Ancestry Total Population American,1128,448,2.0,0.8
Estimate Ancestry Total Population Arab,42,45,0.1,0.1
Estimate Ancestry Total Population Czech,29,39,0.1,0.1
Estimate Ancestry Total Population Danish,12,19,0.0,0.1
Estimate Ancestry Total Population Dutch,101,85,0.2,0.2
Estimate Ancestry Total Population English,1329,439,2.4,0.8
Estimate Ancestry Total Population French (Except Basque),438,215,0.8,0.4
Estimate Ancestry Total Population French Canadian,332,170,0.6,0.3
Estimate Ancestry Total Population German,880,279,1.6,0.5
Estimate Ancestry Total Population Greek,196,134,0.3,0.2
Estimate Ancestry Total Population Hungarian,47,55,0.1,0.1
Estimate Ancestry Total Population Irish,4906,750,8.7,1.3
Estimate Ancestry Total Population Italian,1808,502,3.2,0.9
Estimate Ancestry Total Population Lithuanian,83,89,0.1,0.2
Estimate Ancestry Total Population Norwegian,87,69,0.2,0.1
Estimate Ancestry Total Population Polish,229,121,0.4,0.2
Estimate Ancestry Total Population Portuguese,275,177,0.5,0.3
Estimate Ancestry Total Population Russian,92,82,0.2,0.1
Estimate Ancestry Total Population Scotch-Irish,77,74,0.1,0.1
Estimate Ancestry Total Population Scottish,359,210,0.6,0.4
Estimate Ancestry Total Population Slovak,20,20,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,4581,1194,8.2,2.1
Estimate Ancestry Total Population Swedish,156,100,0.3,0.2
Estimate Ancestry Total Population Swiss,119,173,0.2,0.3
Estimate Ancestry Total Population Ukrainian,29,39,0.1,0.1
Estimate Ancestry Total Population Welsh,6,14,0.0,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),11557,1583,20.6,2.5
Estimate Computers And Internet Use Total Households,19395,695,19395,(X)
Estimate Computers And Internet Use Total Households With A Computer,17925,676,92.4,1.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,17137,706,88.4,2.1
