,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,191,128,3.5,2.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",72,52,1.3,1.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),614,227,11.3,4.1
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",273,79,5.0,1.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,187,68,3.4,1.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1622,364,29.7,4.7
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2496,362,45.8,5.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,5192,559,95.2,2.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,4118,553,75.5,4.9
Estimate Veteran Status Civilian Population 18 Years And Over,7286,702,7286,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,132,59,1.8,0.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,9085,910,9085,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,867,198,9.5,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1823,314,1823,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,103,76,5.7,3.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,5931,677,5931,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,354,110,6.0,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1331,167,1331,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,410,127,30.8,8.6
Estimate Residence 1 Year Ago Population 1 Year And Over,8998,887,8998,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,7459,883,82.9,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1539,345,17.1,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1364,305,15.2,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,453,183,5.0,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,911,244,10.1,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,326,138,3.6,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,585,187,6.5,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,175,139,1.9,1.5
Estimate Place Of Birth Total Population,9109,906,9109,(X)
Estimate Place Of Birth Total Population Native,7012,883,77.0,3.4
Estimate Place Of Birth Total Population Native Born In United States,6924,866,76.0,3.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,4070,642,44.7,4.7
Estimate Place Of Birth Total Population Native Born In United States Different State,2854,489,31.3,4.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",88,65,1.0,0.7
Estimate Place Of Birth Total Population Foreign Born,2097,282,23.0,3.4
Estimate U.S. Citizenship Status Foreign-Born Population,2097,282,2097,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1314,225,62.7,9.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,783,239,37.3,9.1
Estimate Year Of Entry Population Born Outside The United States,2185,278,2185,(X)
Estimate Year Of Entry Population Born Outside The United States Native,88,65,88,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,32,39,36.4,26.9
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,56,36,63.6,26.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born,2097,282,2097,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,600,183,28.6,6.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1497,209,71.4,6.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",2097,282,2097,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",505,171,24.1,7.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1322,241,63.0,7.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",66,52,3.1,2.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",13,26,0.6,1.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",143,80,6.8,3.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",48,29,2.3,1.4
Estimate Language Spoken At Home Population 5 Years And Over,8730,880,8730,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,6438,869,73.7,4.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,2292,379,26.3,4.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",633,191,7.3,2.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,277,112,3.2,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",32,28,0.4,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,940,268,10.8,3.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",271,134,3.1,1.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,986,249,11.3,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",323,148,3.7,1.7
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,89,69,1.0,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",7,14,0.1,0.2
Estimate Ancestry Total Population,9109,906,9109,(X)
Estimate Ancestry Total Population American,129,76,1.4,0.8
Estimate Ancestry Total Population Arab,53,43,0.6,0.5
Estimate Ancestry Total Population Czech,0,19,0.0,0.4
Estimate Ancestry Total Population Danish,9,13,0.1,0.1
Estimate Ancestry Total Population Dutch,23,28,0.3,0.3
Estimate Ancestry Total Population English,780,319,8.6,3.3
Estimate Ancestry Total Population French (Except Basque),365,156,4.0,1.6
Estimate Ancestry Total Population French Canadian,142,66,1.6,0.7
Estimate Ancestry Total Population German,345,124,3.8,1.4
Estimate Ancestry Total Population Greek,78,61,0.9,0.7
Estimate Ancestry Total Population Hungarian,24,27,0.3,0.3
Estimate Ancestry Total Population Irish,1601,373,17.6,3.7
Estimate Ancestry Total Population Italian,1288,490,14.1,4.9
Estimate Ancestry Total Population Lithuanian,78,76,0.9,0.8
Estimate Ancestry Total Population Norwegian,29,26,0.3,0.3
Estimate Ancestry Total Population Polish,339,137,3.7,1.5
Estimate Ancestry Total Population Portuguese,32,31,0.4,0.3
Estimate Ancestry Total Population Russian,220,110,2.4,1.2
Estimate Ancestry Total Population Scotch-Irish,49,44,0.5,0.5
Estimate Ancestry Total Population Scottish,118,64,1.3,0.7
Estimate Ancestry Total Population Slovak,57,63,0.6,0.7
Estimate Ancestry Total Population Subsaharan African,150,115,1.6,1.3
Estimate Ancestry Total Population Swedish,51,57,0.6,0.6
Estimate Ancestry Total Population Swiss,32,36,0.4,0.4
Estimate Ancestry Total Population Ukrainian,28,29,0.3,0.3
Estimate Ancestry Total Population Welsh,52,49,0.6,0.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),45,42,0.5,0.5
Estimate Computers And Internet Use Total Households,2990,332,2990,(X)
Estimate Computers And Internet Use Total Households With A Computer,2776,324,92.8,3.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2705,316,90.5,3.7
