,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,37.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,37.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,37.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,31,50,39.7,47.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,31,50,31,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,31,50,100.0,59.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,19,0.0,59.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1434,274,1434,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",124,126,8.6,7.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,66,35,4.6,2.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),737,184,51.4,7.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),296,91,20.6,7.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,211,78,14.7,5.6
Estimate Educational Attainment Population 25 Years And Over,3553,246,3553,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1,2,0.0,0.1
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",14,24,0.4,0.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),136,86,3.8,2.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",296,98,8.3,2.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,267,98,7.5,2.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1042,178,29.3,4.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1797,255,50.6,6.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3538,245,99.6,0.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2839,252,79.9,4.2
Estimate Veteran Status Civilian Population 18 Years And Over,3876,246,3876,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,245,106,6.3,2.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,5215,27,5215,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,405,144,7.8,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1339,250,1339,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,31,51,2.3,3.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2830,155,2830,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,158,98,5.6,3.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1046,147,1046,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,216,89,20.7,8.1
Estimate Residence 1 Year Ago Population 1 Year And Over,5165,55,5165,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4848,157,93.9,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),317,148,6.1,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,310,151,6.0,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,133,108,2.6,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,177,113,3.4,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,11,17,0.2,0.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,166,113,3.2,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,7,12,0.1,0.2
Estimate Place Of Birth Total Population,5215,27,5215,(X)
Estimate Place Of Birth Total Population Native,4587,199,88.0,3.7
Estimate Place Of Birth Total Population Native Born In United States,4505,202,86.4,3.8
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,2564,318,49.2,6.1
Estimate Place Of Birth Total Population Native Born In United States Different State,1941,296,37.2,5.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",82,64,1.6,1.2
Estimate Place Of Birth Total Population Foreign Born,628,194,12.0,3.7
Estimate U.S. Citizenship Status Foreign-Born Population,628,194,628,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,475,146,75.6,10.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,153,92,24.4,10.8
Estimate Year Of Entry Population Born Outside The United States,710,197,710,(X)
Estimate Year Of Entry Population Born Outside The United States Native,82,64,82,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,36.1
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,82,64,100.0,36.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born,628,194,628,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,73,72,11.6,10.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,555,168,88.4,10.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",628,194,628,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",232,115,36.9,12.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",327,119,52.1,12.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,19,0.0,6.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,6.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",21,22,3.3,3.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",48,31,7.6,4.7
Estimate Language Spoken At Home Population 5 Years And Over,4940,150,4940,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,4312,216,87.3,4.2
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,628,214,12.7,4.2
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",81,52,1.6,1.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,82,79,1.7,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",12,18,0.2,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,308,171,6.2,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",60,46,1.2,0.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,231,119,4.7,2.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",9,16,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,7,12,0.1,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.8
Estimate Ancestry Total Population,5215,27,5215,(X)
Estimate Ancestry Total Population American,86,53,1.6,1.0
Estimate Ancestry Total Population Arab,10,14,0.2,0.3
Estimate Ancestry Total Population Czech,0,19,0.0,0.8
Estimate Ancestry Total Population Danish,22,27,0.4,0.5
Estimate Ancestry Total Population Dutch,41,39,0.8,0.7
Estimate Ancestry Total Population English,658,192,12.6,3.7
Estimate Ancestry Total Population French (Except Basque),152,87,2.9,1.7
Estimate Ancestry Total Population French Canadian,103,97,2.0,1.9
Estimate Ancestry Total Population German,500,162,9.6,3.1
Estimate Ancestry Total Population Greek,15,20,0.3,0.4
Estimate Ancestry Total Population Hungarian,28,34,0.5,0.6
Estimate Ancestry Total Population Irish,1046,453,20.1,8.7
Estimate Ancestry Total Population Italian,562,206,10.8,3.9
Estimate Ancestry Total Population Lithuanian,50,57,1.0,1.1
Estimate Ancestry Total Population Norwegian,9,14,0.2,0.3
Estimate Ancestry Total Population Polish,214,111,4.1,2.1
Estimate Ancestry Total Population Portuguese,9,15,0.2,0.3
Estimate Ancestry Total Population Russian,88,72,1.7,1.4
Estimate Ancestry Total Population Scotch-Irish,37,31,0.7,0.6
Estimate Ancestry Total Population Scottish,93,65,1.8,1.2
Estimate Ancestry Total Population Slovak,9,14,0.2,0.3
Estimate Ancestry Total Population Subsaharan African,0,19,0.0,0.8
Estimate Ancestry Total Population Swedish,73,50,1.4,0.9
Estimate Ancestry Total Population Swiss,26,27,0.5,0.5
Estimate Ancestry Total Population Ukrainian,17,27,0.3,0.5
Estimate Ancestry Total Population Welsh,13,15,0.2,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,19,0.0,0.8
Estimate Computers And Internet Use Total Households,1800,168,1800,(X)
Estimate Computers And Internet Use Total Households With A Computer,1771,160,98.4,2.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1739,153,96.6,2.6
