,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Place Of Birth Total Population,2016,587,2016,(X)
Estimate Place Of Birth Total Population Native,1897,583,94.1,4.9
Estimate Place Of Birth Total Population Native Born In United States,1888,581,93.7,5.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,1378,485,68.4,7.6
Estimate Place Of Birth Total Population Native Born In United States Different State,510,148,25.3,5.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",9,19,0.4,1.0
Estimate Place Of Birth Total Population Foreign Born,119,96,5.9,4.9
Estimate U.S. Citizenship Status Foreign-Born Population,119,96,119,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,114,96,95.8,9.7
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,5,10,4.2,9.7
Estimate Year Of Entry Population Born Outside The United States,128,98,128,(X)
Estimate Year Of Entry Population Born Outside The United States Native,9,19,9,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,9,19,100.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,119,96,119,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,8,19,6.7,16.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,111,93,93.3,16.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",119,96,119,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",28,25,23.5,25.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",2,4,1.7,4.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",74,89,62.2,35.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,27.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",15,22,12.6,20.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,27.9
Estimate Language Spoken At Home Population 5 Years And Over,2016,587,2016,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,1925,589,95.5,4.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,91,90,4.5,4.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,13,0.0,2.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,9,19,0.4,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,2.0
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,82,88,4.1,4.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,2.0
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,2.0
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,2.0
Estimate Ancestry Total Population,2016,587,2016,(X)
Estimate Ancestry Total Population American,88,75,4.4,4.0
Estimate Ancestry Total Population Arab,0,13,0.0,2.0
Estimate Ancestry Total Population Czech,0,13,0.0,2.0
Estimate Ancestry Total Population Danish,0,13,0.0,2.0
Estimate Ancestry Total Population Dutch,9,14,0.4,0.7
Estimate Ancestry Total Population English,517,566,25.6,22.8
Estimate Ancestry Total Population French (Except Basque),151,87,7.5,4.7
Estimate Ancestry Total Population French Canadian,117,91,5.8,4.6
Estimate Ancestry Total Population German,168,129,8.3,4.7
Estimate Ancestry Total Population Greek,0,13,0.0,2.0
Estimate Ancestry Total Population Hungarian,7,10,0.3,0.5
Estimate Ancestry Total Population Irish,223,101,11.1,6.6
Estimate Ancestry Total Population Italian,589,463,29.2,16.7
Estimate Ancestry Total Population Lithuanian,14,17,0.7,0.9
Estimate Ancestry Total Population Norwegian,0,13,0.0,2.0
Estimate Ancestry Total Population Polish,73,43,3.6,2.6
Estimate Ancestry Total Population Portuguese,24,35,1.2,1.8
Estimate Ancestry Total Population Russian,63,71,3.1,3.7
Estimate Ancestry Total Population Scotch-Irish,8,12,0.4,0.6
Estimate Ancestry Total Population Scottish,0,13,0.0,2.0
Estimate Ancestry Total Population Slovak,0,13,0.0,2.0
Estimate Ancestry Total Population Subsaharan African,60,84,3.0,4.2
Estimate Ancestry Total Population Swedish,8,12,0.4,0.6
Estimate Ancestry Total Population Swiss,0,13,0.0,2.0
Estimate Ancestry Total Population Ukrainian,0,13,0.0,2.0
Estimate Ancestry Total Population Welsh,0,13,0.0,2.0
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,2.0
Estimate Computers And Internet Use Total Households,712,156,712,(X)
Estimate Computers And Internet Use Total Households With A Computer,661,161,92.8,7.3
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,604,149,84.8,7.9
