,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Females 15 Years And Over Never Married,985,247,30.1,5.5
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1285,214,39.3,5.7
Estimate Marital Status Females 15 Years And Over Separated,43,43,1.3,1.3
Estimate Marital Status Females 15 Years And Over Widowed,394,177,12.1,5.1
Estimate Marital Status Females 15 Years And Over Divorced,561,146,17.2,4.3
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,44,38,44,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",10,16,22.7,36.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",10,16,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",25,21,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,116,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",57,53,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",10,18,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,123,63,123,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,15,35,12.2,28.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,27.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,27.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,27.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,15,35,12.2,28.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,15,35,15,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,8,18,53.3,38.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,15,35,100.0,84.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1800,368,1800,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",111,88,6.2,4.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,99,62,5.5,3.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),675,196,37.5,7.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),504,176,28.0,8.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,411,166,22.8,7.9
Estimate Educational Attainment Population 25 Years And Over,4988,525,4988,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,89,66,1.8,1.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",218,112,4.4,2.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1190,248,23.9,4.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",787,205,15.8,3.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,413,142,8.3,2.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1238,256,24.8,4.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1053,228,21.1,4.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,4681,518,93.8,2.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2291,315,45.9,5.0
Estimate Veteran Status Civilian Population 18 Years And Over,5551,605,5551,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,234,102,4.2,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,7126,790,7126,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,952,242,13.4,3.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1582,334,1582,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,76,60,4.8,3.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,4358,563,4358,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,398,156,9.1,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1186,283,1186,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,478,187,40.3,10.8
Estimate Residence 1 Year Ago Population 1 Year And Over,7095,787,7095,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,6631,722,93.5,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),464,244,6.5,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,400,195,5.6,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,271,145,3.8,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,129,115,1.8,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,51,36,0.7,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,78,111,1.1,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,64,82,0.9,1.1
Estimate Place Of Birth Total Population,7141,789,7141,(X)
Estimate Place Of Birth Total Population Native,6279,710,87.9,3.4
Estimate Place Of Birth Total Population Native Born In United States,6060,735,84.9,4.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,4539,638,63.6,5.3
Estimate Place Of Birth Total Population Native Born In United States Different State,1521,336,21.3,4.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",219,156,3.1,2.2
Estimate Place Of Birth Total Population Foreign Born,862,267,12.1,3.4
Estimate U.S. Citizenship Status Foreign-Born Population,862,267,862,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,672,219,78.0,11.4
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,190,120,22.0,11.4
Estimate Year Of Entry Population Born Outside The United States,1081,322,1081,(X)
Estimate Year Of Entry Population Born Outside The United States Native,219,156,219,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,42,42,19.2,9.7
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,177,120,80.8,9.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born,862,267,862,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,137,111,15.9,11.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,725,222,84.1,11.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",862,267,862,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",268,185,31.1,17.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",308,126,35.7,15.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,19,0.0,4.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,4.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",267,157,31.0,14.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",19,22,2.2,2.5
Estimate Language Spoken At Home Population 5 Years And Over,6777,741,6777,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,5256,602,77.6,5.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1521,444,22.4,5.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",250,135,3.7,2.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,658,348,9.7,4.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",95,72,1.4,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,595,264,8.8,3.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",99,67,1.5,1.0
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,242,134,3.6,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",43,57,0.6,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,26,59,0.4,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",13,30,0.2,0.4
Estimate Ancestry Total Population,7141,789,7141,(X)
Estimate Ancestry Total Population American,322,169,4.5,2.3
Estimate Ancestry Total Population Arab,56,44,0.8,0.6
Estimate Ancestry Total Population Czech,131,132,1.8,1.8
Estimate Ancestry Total Population Danish,0,19,0.0,0.6
Estimate Ancestry Total Population Dutch,31,29,0.4,0.4
Estimate Ancestry Total Population English,764,225,10.7,3.2
Estimate Ancestry Total Population French (Except Basque),652,242,9.1,3.4
Estimate Ancestry Total Population French Canadian,371,174,5.2,2.3
Estimate Ancestry Total Population German,549,187,7.7,2.7
Estimate Ancestry Total Population Greek,1,2,0.0,0.1
Estimate Ancestry Total Population Hungarian,32,31,0.4,0.4
Estimate Ancestry Total Population Irish,1121,279,15.7,3.5
Estimate Ancestry Total Population Italian,797,256,11.2,3.3
Estimate Ancestry Total Population Lithuanian,194,91,2.7,1.3
Estimate Ancestry Total Population Norwegian,30,47,0.4,0.7
Estimate Ancestry Total Population Polish,436,169,6.1,2.3
Estimate Ancestry Total Population Portuguese,58,80,0.8,1.1
Estimate Ancestry Total Population Russian,72,54,1.0,0.7
Estimate Ancestry Total Population Scotch-Irish,91,61,1.3,0.8
Estimate Ancestry Total Population Scottish,89,51,1.2,0.7
Estimate Ancestry Total Population Slovak,5,10,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,0,19,0.0,0.6
Estimate Ancestry Total Population Swedish,165,95,2.3,1.3
Estimate Ancestry Total Population Swiss,41,48,0.6,0.7
Estimate Ancestry Total Population Ukrainian,14,17,0.2,0.2
Estimate Ancestry Total Population Welsh,9,20,0.1,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),261,216,3.7,3.0
Estimate Computers And Internet Use Total Households,2914,326,2914,(X)
Estimate Computers And Internet Use Total Households With A Computer,2673,327,91.7,5.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2663,326,91.4,5.6
