,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",522,161,4.9,1.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),2716,358,25.4,3.0
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1704,392,15.9,3.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1150,311,10.7,3.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,2729,327,25.5,2.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1554,332,14.5,3.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,9853,497,92.0,2.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,4283,437,40.0,3.9
Estimate Veteran Status Civilian Population 18 Years And Over,11884,534,11884,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,633,178,5.3,1.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,15031,328,15031,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1733,261,11.5,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3296,450,3296,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,197,173,6.0,5.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,9178,467,9178,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,777,190,8.5,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2557,349,2557,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,759,186,29.7,6.1
Estimate Residence 1 Year Ago Population 1 Year And Over,15193,318,15193,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,13625,517,89.7,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1568,502,10.3,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1445,503,9.5,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,596,391,3.9,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,849,329,5.6,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,708,277,4.7,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,141,154,0.9,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,123,105,0.8,0.7
Estimate Place Of Birth Total Population,15255,304,15255,(X)
Estimate Place Of Birth Total Population Native,13810,484,90.5,2.9
Estimate Place Of Birth Total Population Native Born In United States,13701,502,89.8,2.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,11413,632,74.8,4.0
Estimate Place Of Birth Total Population Native Born In United States Different State,2288,507,15.0,3.3
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",109,77,0.7,0.5
Estimate Place Of Birth Total Population Foreign Born,1445,444,9.5,2.9
Estimate U.S. Citizenship Status Foreign-Born Population,1445,444,1445,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1232,393,85.3,11.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,213,178,14.7,11.1
Estimate Year Of Entry Population Born Outside The United States,1554,449,1554,(X)
Estimate Year Of Entry Population Born Outside The United States Native,109,77,109,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,37,50,33.9,36.5
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,72,60,66.1,36.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1445,444,1445,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,274,208,19.0,11.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1171,331,81.0,11.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1445,444,1445,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",429,210,29.7,14.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",199,175,13.8,11.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",395,282,27.3,16.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,2.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",390,280,27.0,16.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",32,40,2.2,2.8
Estimate Language Spoken At Home Population 5 Years And Over,14512,379,14512,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,12907,614,88.9,3.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1605,576,11.1,3.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",604,306,4.2,2.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,497,279,3.4,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",263,223,1.8,1.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,757,481,5.2,3.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",215,126,1.5,0.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,149,166,1.0,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",126,157,0.9,1.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,202,212,1.4,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.3
Estimate Ancestry Total Population,15255,304,15255,(X)
Estimate Ancestry Total Population American,616,387,4.0,2.5
Estimate Ancestry Total Population Arab,210,201,1.4,1.3
Estimate Ancestry Total Population Czech,46,75,0.3,0.5
Estimate Ancestry Total Population Danish,18,30,0.1,0.2
Estimate Ancestry Total Population Dutch,27,25,0.2,0.2
Estimate Ancestry Total Population English,1760,392,11.5,2.6
Estimate Ancestry Total Population French (Except Basque),1150,451,7.5,3.0
Estimate Ancestry Total Population French Canadian,534,178,3.5,1.2
Estimate Ancestry Total Population German,552,162,3.6,1.1
Estimate Ancestry Total Population Greek,125,95,0.8,0.6
Estimate Ancestry Total Population Hungarian,7,13,0.0,0.1
Estimate Ancestry Total Population Irish,3884,704,25.5,4.6
Estimate Ancestry Total Population Italian,1682,436,11.0,2.9
Estimate Ancestry Total Population Lithuanian,132,114,0.9,0.7
Estimate Ancestry Total Population Norwegian,62,64,0.4,0.4
Estimate Ancestry Total Population Polish,511,193,3.3,1.3
Estimate Ancestry Total Population Portuguese,2045,665,13.4,4.3
Estimate Ancestry Total Population Russian,143,109,0.9,0.7
Estimate Ancestry Total Population Scotch-Irish,26,33,0.2,0.2
Estimate Ancestry Total Population Scottish,347,147,2.3,1.0
Estimate Ancestry Total Population Slovak,0,21,0.0,0.3
Estimate Ancestry Total Population Subsaharan African,433,433,2.8,2.8
Estimate Ancestry Total Population Swedish,233,96,1.5,0.6
Estimate Ancestry Total Population Swiss,0,21,0.0,0.3
Estimate Ancestry Total Population Ukrainian,0,21,0.0,0.3
Estimate Ancestry Total Population Welsh,11,17,0.1,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),260,305,1.7,2.0
Estimate Computers And Internet Use Total Households,5550,354,5550,(X)
Estimate Computers And Internet Use Total Households With A Computer,5258,334,94.7,2.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,5006,333,90.2,2.9
