,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Males 15 Years And Over,1562,183,1562,(X)
Estimate Marital Status Males 15 Years And Over Never Married,572,121,36.6,5.2
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",748,93,47.9,6.1
Estimate Marital Status Males 15 Years And Over Separated,19,25,1.2,1.6
Estimate Marital Status Males 15 Years And Over Widowed,32,25,2.0,1.6
Estimate Marital Status Males 15 Years And Over Divorced,191,68,12.2,3.6
Estimate Marital Status Females 15 Years And Over,1647,150,1647,(X)
Estimate Marital Status Females 15 Years And Over Never Married,507,99,30.8,4.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",700,79,42.5,4.3
Estimate Marital Status Females 15 Years And Over Separated,10,11,0.6,0.7
Estimate Marital Status Females 15 Years And Over Widowed,168,40,10.2,2.4
Estimate Marital Status Females 15 Years And Over Divorced,262,74,15.9,4.2
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,37,24,37,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",4,8,10.8,22.8
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",10,21,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",59,37,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,440,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",107,80,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",33,38,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,56,31,56,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,44.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,44.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,44.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,44.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,44.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,626,123,626,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",88,39,14.1,5.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,22,16,3.5,2.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),257,76,41.1,8.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),129,55,20.6,7.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,130,44,20.8,6.5
Estimate Educational Attainment Population 25 Years And Over,2904,259,2904,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,8,12,0.3,0.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",98,45,3.4,1.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),569,109,19.6,3.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",406,88,14.0,2.9
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,265,69,9.1,2.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,876,180,30.2,4.7
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,682,108,23.5,3.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,2798,256,96.3,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1558,226,53.7,5.1
Estimate Veteran Status Civilian Population 18 Years And Over,3124,261,3124,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,182,48,5.8,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,3681,310,3681,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,534,132,14.5,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,566,109,566,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,13,12,2.3,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2060,200,2060,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,249,96,12.1,4.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1055,150,1055,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,272,78,25.8,6.3
Estimate Residence 1 Year Ago Population 1 Year And Over,3662,308,3662,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,3458,283,94.4,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),204,73,5.6,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,198,72,5.4,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,121,68,3.3,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,77,39,2.1,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,59,34,1.6,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,18,20,0.5,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,6,10,0.2,0.3
Estimate Place Of Birth Total Population,3690,308,3690,(X)
Estimate Place Of Birth Total Population Native,3489,288,94.6,1.9
Estimate Place Of Birth Total Population Native Born In United States,3434,272,93.1,2.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,2360,229,64.0,3.6
Estimate Place Of Birth Total Population Native Born In United States Different State,1074,135,29.1,3.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",55,52,1.5,1.4
Estimate Place Of Birth Total Population Foreign Born,201,74,5.4,1.9
Estimate U.S. Citizenship Status Foreign-Born Population,201,74,201,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,148,67,73.6,14.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,53,33,26.4,14.9
Estimate Year Of Entry Population Born Outside The United States,256,91,256,(X)
Estimate Year Of Entry Population Born Outside The United States Native,55,52,55,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,24,45,43.6,56.4
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,31,27,56.4,56.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born,201,74,201,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,20,16,10.0,7.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,181,70,90.0,7.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",201,74,201,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",76,48,37.8,18.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",66,29,32.8,13.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",6,9,3.0,4.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",7,11,3.5,5.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",35,35,17.4,14.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",11,10,5.5,5.2
Estimate Language Spoken At Home Population 5 Years And Over,3543,303,3543,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,3319,274,93.7,2.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,224,90,6.3,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",92,64,2.6,1.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,58,56,1.6,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",48,56,1.4,1.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,102,45,2.9,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",25,23,0.7,0.7
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,35,22,1.0,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",19,18,0.5,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,29,41,0.8,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,1.1
Estimate Ancestry Total Population,3690,308,3690,(X)
Estimate Ancestry Total Population American,143,58,3.9,1.6
Estimate Ancestry Total Population Arab,11,12,0.3,0.3
Estimate Ancestry Total Population Czech,48,57,1.3,1.5
Estimate Ancestry Total Population Danish,0,13,0.0,1.1
Estimate Ancestry Total Population Dutch,63,36,1.7,1.0
Estimate Ancestry Total Population English,989,174,26.8,4.0
Estimate Ancestry Total Population French (Except Basque),264,102,7.2,2.7
Estimate Ancestry Total Population French Canadian,247,82,6.7,2.1
Estimate Ancestry Total Population German,392,114,10.6,2.9
Estimate Ancestry Total Population Greek,58,61,1.6,1.6
Estimate Ancestry Total Population Hungarian,46,41,1.2,1.0
Estimate Ancestry Total Population Irish,590,111,16.0,2.8
Estimate Ancestry Total Population Italian,352,116,9.5,3.0
Estimate Ancestry Total Population Lithuanian,28,26,0.8,0.7
Estimate Ancestry Total Population Norwegian,21,23,0.6,0.6
Estimate Ancestry Total Population Polish,295,87,8.0,2.3
Estimate Ancestry Total Population Portuguese,40,33,1.1,0.9
Estimate Ancestry Total Population Russian,73,37,2.0,1.0
Estimate Ancestry Total Population Scotch-Irish,74,41,2.0,1.1
Estimate Ancestry Total Population Scottish,164,57,4.4,1.6
Estimate Ancestry Total Population Slovak,14,12,0.4,0.3
Estimate Ancestry Total Population Subsaharan African,2,3,0.1,0.1
Estimate Ancestry Total Population Swedish,31,20,0.8,0.6
Estimate Ancestry Total Population Swiss,21,25,0.6,0.7
Estimate Ancestry Total Population Ukrainian,17,23,0.5,0.6
Estimate Ancestry Total Population Welsh,23,15,0.6,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),12,19,0.3,0.5
Estimate Computers And Internet Use Total Households,1694,120,1694,(X)
Estimate Computers And Internet Use Total Households With A Computer,1625,126,95.9,1.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1537,127,90.7,3.6
