,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",62,53,48.1,36.4
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",20,17,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",28,18,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,36,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",19,17,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",52,44,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,312,120,312,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,20,26,6.4,8.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,9,16,2.9,5.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,12.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,12.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,11,19,3.5,6.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,20,26,20,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,20,26,100.0,73.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,9,16,45.0,55.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,5629,352,5629,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",205,81,3.6,1.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,210,101,3.7,1.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1662,384,29.5,6.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),976,287,17.3,4.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,2576,298,45.8,5.2
Estimate Educational Attainment Population 25 Years And Over,12623,395,12623,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,342,160,2.7,1.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",442,134,3.5,1.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),3575,378,28.3,2.7
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2038,308,16.1,2.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1099,189,8.7,1.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3295,368,26.1,2.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1832,314,14.5,2.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,11839,417,93.8,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,5127,411,40.6,3.4
Estimate Veteran Status Civilian Population 18 Years And Over,15946,323,15946,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,774,185,4.9,1.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,19167,43,19167,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2312,353,12.1,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3306,318,3306,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,190,105,5.7,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,13051,378,13051,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1233,326,9.4,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2810,315,2810,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,889,197,31.6,5.8
Estimate Residence 1 Year Ago Population 1 Year And Over,19216,62,19216,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,16991,474,88.4,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2225,452,11.6,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2175,449,11.3,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,751,337,3.9,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1424,310,7.4,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1074,268,5.6,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,350,153,1.8,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,50,44,0.3,0.2
Estimate Place Of Birth Total Population,19270,21,19270,(X)
Estimate Place Of Birth Total Population Native,18300,285,95.0,1.5
Estimate Place Of Birth Total Population Native Born In United States,18091,325,93.9,1.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,14019,613,72.8,3.2
Estimate Place Of Birth Total Population Native Born In United States Different State,4072,615,21.1,3.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",209,120,1.1,0.6
Estimate Place Of Birth Total Population Foreign Born,970,286,5.0,1.5
Estimate U.S. Citizenship Status Foreign-Born Population,970,286,970,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,700,223,72.2,9.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,270,125,27.8,9.8
Estimate Year Of Entry Population Born Outside The United States,1179,326,1179,(X)
Estimate Year Of Entry Population Born Outside The United States Native,209,120,209,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,68,93,32.5,33.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,141,80,67.5,33.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,970,286,970,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,201,104,20.7,9.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,769,246,79.3,9.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",970,286,970,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",200,76,20.6,7.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",401,173,41.3,10.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",112,83,11.5,8.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,4.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",218,130,22.5,11.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",39,36,4.0,3.5
Estimate Language Spoken At Home Population 5 Years And Over,18682,204,18682,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,17319,455,92.7,2.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1363,364,7.3,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",117,55,0.6,0.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,375,185,2.0,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",32,34,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,581,202,3.1,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",73,49,0.4,0.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,286,162,1.5,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",12,18,0.1,0.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,121,96,0.6,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.2
Estimate Ancestry Total Population,19270,21,19270,(X)
Estimate Ancestry Total Population American,413,148,2.1,0.8
Estimate Ancestry Total Population Arab,313,184,1.6,1.0
Estimate Ancestry Total Population Czech,16,17,0.1,0.1
Estimate Ancestry Total Population Danish,0,21,0.0,0.2
Estimate Ancestry Total Population Dutch,118,93,0.6,0.5
Estimate Ancestry Total Population English,2068,387,10.7,2.0
Estimate Ancestry Total Population French (Except Basque),1096,324,5.7,1.7
Estimate Ancestry Total Population French Canadian,778,246,4.0,1.3
Estimate Ancestry Total Population German,1505,456,7.8,2.4
Estimate Ancestry Total Population Greek,178,101,0.9,0.5
Estimate Ancestry Total Population Hungarian,110,143,0.6,0.7
Estimate Ancestry Total Population Irish,5038,614,26.1,3.2
Estimate Ancestry Total Population Italian,3651,681,18.9,3.5
Estimate Ancestry Total Population Lithuanian,102,70,0.5,0.4
Estimate Ancestry Total Population Norwegian,77,74,0.4,0.4
Estimate Ancestry Total Population Polish,1088,324,5.6,1.7
Estimate Ancestry Total Population Portuguese,1017,300,5.3,1.6
Estimate Ancestry Total Population Russian,157,81,0.8,0.4
Estimate Ancestry Total Population Scotch-Irish,30,28,0.2,0.1
Estimate Ancestry Total Population Scottish,366,215,1.9,1.1
Estimate Ancestry Total Population Slovak,43,63,0.2,0.3
Estimate Ancestry Total Population Subsaharan African,108,87,0.6,0.5
Estimate Ancestry Total Population Swedish,689,293,3.6,1.5
Estimate Ancestry Total Population Swiss,3,18,0.0,0.1
Estimate Ancestry Total Population Ukrainian,13,21,0.1,0.1
Estimate Ancestry Total Population Welsh,188,180,1.0,0.9
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),112,99,0.6,0.5
Estimate Computers And Internet Use Total Households,6489,292,6489,(X)
Estimate Computers And Internet Use Total Households With A Computer,6213,293,95.7,1.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,5913,297,91.1,2.6
