,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,91.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,706,140,706,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",38,57,5.4,7.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,46,50,6.5,7.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),362,87,51.3,9.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),136,68,19.3,8.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,124,68,17.6,8.3
Estimate Educational Attainment Population 25 Years And Over,2593,139,2593,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,4,10,0.2,0.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",35,31,1.3,1.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),270,117,10.4,4.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",375,104,14.5,4.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,251,96,9.7,3.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,871,154,33.6,5.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,787,174,30.4,6.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,2554,142,98.5,1.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1658,218,63.9,7.0
Estimate Veteran Status Civilian Population 18 Years And Over,2805,148,2805,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,138,64,4.9,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,3502,25,3502,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,179,69,5.1,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,697,143,697,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,6,9,0.9,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2079,152,2079,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,75,44,3.6,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,726,127,726,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,98,46,13.5,6.3
Estimate Residence 1 Year Ago Population 1 Year And Over,3486,32,3486,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,3239,136,92.9,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),247,134,7.1,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,238,128,6.8,3.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,140,96,4.0,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,98,68,2.8,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,90,66,2.6,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,8,20,0.2,0.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,9,20,0.3,0.6
Estimate Place Of Birth Total Population,3502,25,3502,(X)
Estimate Place Of Birth Total Population Native,3348,75,95.6,2.0
Estimate Place Of Birth Total Population Native Born In United States,3348,75,95.6,2.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,2430,251,69.4,7.2
Estimate Place Of Birth Total Population Native Born In United States Different State,918,233,26.2,6.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",0,13,0.0,1.1
Estimate Place Of Birth Total Population Foreign Born,154,71,4.4,2.0
Estimate U.S. Citizenship Status Foreign-Born Population,154,71,154,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,122,62,79.2,19.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,32,33,20.8,19.9
Estimate Year Of Entry Population Born Outside The United States,154,71,154,(X)
Estimate Year Of Entry Population Born Outside The United States Native,0,13,0,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,154,71,154,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,22,28,14.3,17.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,132,64,85.7,17.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",154,71,154,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",74,54,48.1,23.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1,2,0.6,1.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",13,21,8.4,13.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,22.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",38,30,24.7,19.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",28,29,18.2,18.3
Estimate Language Spoken At Home Population 5 Years And Over,3381,68,3381,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,3222,103,95.3,2.4
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,159,81,4.7,2.4
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",48,50,1.4,1.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,34,41,1.0,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,1.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,112,65,3.3,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",48,50,1.4,1.5
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,1.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,13,21,0.4,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,1.2
Estimate Ancestry Total Population,3502,25,3502,(X)
Estimate Ancestry Total Population American,347,217,9.9,6.2
Estimate Ancestry Total Population Arab,10,16,0.3,0.5
Estimate Ancestry Total Population Czech,9,15,0.3,0.4
Estimate Ancestry Total Population Danish,0,13,0.0,1.1
Estimate Ancestry Total Population Dutch,31,27,0.9,0.8
Estimate Ancestry Total Population English,593,137,16.9,3.9
Estimate Ancestry Total Population French (Except Basque),310,161,8.9,4.6
Estimate Ancestry Total Population French Canadian,259,119,7.4,3.4
Estimate Ancestry Total Population German,174,92,5.0,2.6
Estimate Ancestry Total Population Greek,16,24,0.5,0.7
Estimate Ancestry Total Population Hungarian,0,13,0.0,1.1
Estimate Ancestry Total Population Irish,333,96,9.5,2.7
Estimate Ancestry Total Population Italian,330,131,9.4,3.7
Estimate Ancestry Total Population Lithuanian,24,28,0.7,0.8
Estimate Ancestry Total Population Norwegian,0,13,0.0,1.1
Estimate Ancestry Total Population Polish,140,90,4.0,2.6
Estimate Ancestry Total Population Portuguese,0,13,0.0,1.1
Estimate Ancestry Total Population Russian,39,46,1.1,1.3
Estimate Ancestry Total Population Scotch-Irish,26,22,0.7,0.6
Estimate Ancestry Total Population Scottish,129,65,3.7,1.8
Estimate Ancestry Total Population Slovak,0,13,0.0,1.1
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,1.1
Estimate Ancestry Total Population Swedish,290,157,8.3,4.5
Estimate Ancestry Total Population Swiss,30,26,0.9,0.8
Estimate Ancestry Total Population Ukrainian,0,13,0.0,1.1
Estimate Ancestry Total Population Welsh,49,39,1.4,1.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),9,20,0.3,0.6
Estimate Computers And Internet Use Total Households,1298,98,1298,(X)
Estimate Computers And Internet Use Total Households With A Computer,1266,96,97.5,2.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1232,98,94.9,3.3
