,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",36,50,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",83,55,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,300,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",117,95,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",64,73,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,79,70,79,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,35,32,44.3,27.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,25,28,31.6,26.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,36.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,36.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,10,15,12.7,19.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,35,32,35,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,26,29,74.3,40.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,25,28,71.4,41.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1080,165,1080,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",85,48,7.9,4.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,40,37,3.7,3.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),415,81,38.4,6.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),212,68,19.6,6.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,328,118,30.4,8.1
Estimate Educational Attainment Population 25 Years And Over,3383,374,3383,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,35,33,1.0,1.0
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",105,72,3.1,2.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),837,281,24.7,6.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",373,120,11.0,3.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,260,104,7.7,3.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,994,215,29.4,5.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,779,162,23.0,5.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3243,375,95.9,2.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1773,233,52.4,6.3
Estimate Veteran Status Civilian Population 18 Years And Over,3643,391,3643,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,205,87,5.6,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,4761,471,4761,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,476,186,10.0,3.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1118,178,1118,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,13,0.0,3.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3002,318,3002,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,224,95,7.5,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,641,266,641,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,252,147,39.3,10.5
Estimate Residence 1 Year Ago Population 1 Year And Over,4688,464,4688,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4278,476,91.3,4.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),410,219,8.7,4.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,404,217,8.6,4.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,271,199,5.8,4.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,133,125,2.8,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,96,105,2.0,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,37,57,0.8,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,6,11,0.1,0.2
Estimate Place Of Birth Total Population,4773,469,4773,(X)
Estimate Place Of Birth Total Population Native,3926,424,82.3,3.8
Estimate Place Of Birth Total Population Native Born In United States,3833,444,80.3,4.6
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,3109,411,65.1,5.3
Estimate Place Of Birth Total Population Native Born In United States Different State,724,171,15.2,3.4
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",93,75,1.9,1.6
Estimate Place Of Birth Total Population Foreign Born,847,201,17.7,3.8
Estimate U.S. Citizenship Status Foreign-Born Population,847,201,847,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,532,139,62.8,10.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,315,131,37.2,10.9
Estimate Year Of Entry Population Born Outside The United States,940,232,940,(X)
Estimate Year Of Entry Population Born Outside The United States Native,93,75,93,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,11,18,11.8,20.4
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,82,71,88.2,20.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born,847,201,847,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,96,69,11.3,6.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,751,172,88.7,6.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",847,201,847,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",139,90,16.4,9.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",575,151,67.9,10.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",46,45,5.4,4.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,4.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",81,59,9.6,6.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",6,10,0.7,1.2
Estimate Language Spoken At Home Population 5 Years And Over,4351,427,4351,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,3484,396,80.1,4.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,867,221,19.9,4.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",113,64,2.6,1.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,139,88,3.2,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",20,22,0.5,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,378,218,8.7,4.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",36,35,0.8,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,324,149,7.4,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",57,49,1.3,1.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,26,33,0.6,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,0.9
Estimate Ancestry Total Population,4773,469,4773,(X)
Estimate Ancestry Total Population American,162,86,3.4,1.8
Estimate Ancestry Total Population Arab,64,64,1.3,1.3
Estimate Ancestry Total Population Czech,34,43,0.7,0.9
Estimate Ancestry Total Population Danish,0,13,0.0,0.8
Estimate Ancestry Total Population Dutch,91,82,1.9,1.7
Estimate Ancestry Total Population English,577,198,12.1,3.8
Estimate Ancestry Total Population French (Except Basque),260,120,5.4,2.5
Estimate Ancestry Total Population French Canadian,232,103,4.9,2.1
Estimate Ancestry Total Population German,498,200,10.4,4.2
Estimate Ancestry Total Population Greek,54,46,1.1,0.9
Estimate Ancestry Total Population Hungarian,0,13,0.0,0.8
Estimate Ancestry Total Population Irish,1145,270,24.0,5.0
Estimate Ancestry Total Population Italian,537,178,11.3,3.5
Estimate Ancestry Total Population Lithuanian,45,45,0.9,0.9
Estimate Ancestry Total Population Norwegian,0,13,0.0,0.8
Estimate Ancestry Total Population Polish,279,110,5.8,2.3
Estimate Ancestry Total Population Portuguese,68,58,1.4,1.2
Estimate Ancestry Total Population Russian,127,82,2.7,1.7
Estimate Ancestry Total Population Scotch-Irish,6,12,0.1,0.2
Estimate Ancestry Total Population Scottish,42,26,0.9,0.5
Estimate Ancestry Total Population Slovak,5,8,0.1,0.2
Estimate Ancestry Total Population Subsaharan African,21,26,0.4,0.5
Estimate Ancestry Total Population Swedish,157,141,3.3,2.9
Estimate Ancestry Total Population Swiss,15,23,0.3,0.5
Estimate Ancestry Total Population Ukrainian,9,15,0.2,0.3
Estimate Ancestry Total Population Welsh,17,27,0.4,0.6
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),9,21,0.2,0.4
Estimate Computers And Internet Use Total Households,1902,210,1902,(X)
Estimate Computers And Internet Use Total Households With A Computer,1856,207,97.6,1.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1827,198,96.1,2.0
