,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,142,104,49.1,30.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,147,130,50.9,30.1
Estimate Year Of Entry Population Born Outside The United States,435,198,435,(X)
Estimate Year Of Entry Population Born Outside The United States Native,146,152,146,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,23.6
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,146,152,100.0,23.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born,289,164,289,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,19,0.0,12.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,289,164,100.0,12.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",289,164,289,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",176,112,60.9,29.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",60,93,20.8,27.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,19,0.0,12.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",41,67,14.2,22.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",12,20,4.2,8.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,19,0.0,12.9
Estimate Language Spoken At Home Population 5 Years And Over,6443,105,6443,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,6260,159,97.2,1.8
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,183,113,2.8,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",79,71,1.2,1.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,1,2,0.0,0.1
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,167,111,2.6,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",79,71,1.2,1.1
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,19,0.0,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,15,23,0.2,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Ancestry Total Population,6724,18,6724,(X)
Estimate Ancestry Total Population American,410,263,6.1,3.9
Estimate Ancestry Total Population Arab,30,33,0.4,0.5
Estimate Ancestry Total Population Czech,0,19,0.0,0.6
Estimate Ancestry Total Population Danish,0,19,0.0,0.6
Estimate Ancestry Total Population Dutch,0,19,0.0,0.6
Estimate Ancestry Total Population English,770,267,11.5,4.0
Estimate Ancestry Total Population French (Except Basque),487,260,7.2,3.9
Estimate Ancestry Total Population French Canadian,379,214,5.6,3.2
Estimate Ancestry Total Population German,560,302,8.3,4.5
Estimate Ancestry Total Population Greek,0,19,0.0,0.6
Estimate Ancestry Total Population Hungarian,0,19,0.0,0.6
Estimate Ancestry Total Population Irish,1459,546,21.7,8.1
Estimate Ancestry Total Population Italian,982,551,14.6,8.2
Estimate Ancestry Total Population Lithuanian,63,100,0.9,1.5
Estimate Ancestry Total Population Norwegian,26,39,0.4,0.6
Estimate Ancestry Total Population Polish,280,222,4.2,3.3
Estimate Ancestry Total Population Portuguese,1483,413,22.1,6.1
Estimate Ancestry Total Population Russian,34,39,0.5,0.6
Estimate Ancestry Total Population Scotch-Irish,69,73,1.0,1.1
Estimate Ancestry Total Population Scottish,78,64,1.2,1.0
Estimate Ancestry Total Population Slovak,0,19,0.0,0.6
Estimate Ancestry Total Population Subsaharan African,24,40,0.4,0.6
Estimate Ancestry Total Population Swedish,103,74,1.5,1.1
Estimate Ancestry Total Population Swiss,0,19,0.0,0.6
Estimate Ancestry Total Population Ukrainian,0,19,0.0,0.6
Estimate Ancestry Total Population Welsh,0,19,0.0,0.6
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,19,0.0,0.6
Estimate Computers And Internet Use Total Households,2294,182,2294,(X)
Estimate Computers And Internet Use Total Households With A Computer,2184,185,95.2,2.8
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2094,198,91.3,4.8
