,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2582,249,2582,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,746,155,28.9,5.1
Estimate Residence 1 Year Ago Population 1 Year And Over,17153,82,17153,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,15208,550,88.7,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1945,548,11.3,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1905,552,11.1,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1374,570,8.0,3.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,531,173,3.1,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,321,134,1.9,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,210,114,1.2,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,40,65,0.2,0.4
Estimate Place Of Birth Total Population,17286,24,17286,(X)
Estimate Place Of Birth Total Population Native,16234,279,93.9,1.6
Estimate Place Of Birth Total Population Native Born In United States,15908,359,92.0,2.1
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,12114,571,70.1,3.3
Estimate Place Of Birth Total Population Native Born In United States Different State,3794,552,21.9,3.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",326,243,1.9,1.4
Estimate Place Of Birth Total Population Foreign Born,1052,278,6.1,1.6
Estimate U.S. Citizenship Status Foreign-Born Population,1052,278,1052,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,643,163,61.1,17.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,409,251,38.9,17.0
Estimate Year Of Entry Population Born Outside The United States,1378,360,1378,(X)
Estimate Year Of Entry Population Born Outside The United States Native,326,243,326,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,131,194,40.2,41.6
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,195,147,59.8,41.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1052,278,1052,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,231,132,22.0,11.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,821,250,78.0,11.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1052,278,1052,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",246,92,23.4,11.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",319,234,30.3,18.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",91,89,8.7,8.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,3.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",140,91,13.3,8.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",256,174,24.3,14.5
Estimate Language Spoken At Home Population 5 Years And Over,16568,189,16568,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,15732,399,95.0,1.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,836,313,5.0,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",317,182,1.9,1.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,362,244,2.2,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",194,147,1.2,0.9
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,298,149,1.8,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",29,34,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,110,91,0.7,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",51,68,0.3,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,66,75,0.4,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",43,69,0.3,0.4
Estimate Ancestry Total Population,17286,24,17286,(X)
Estimate Ancestry Total Population American,501,219,2.9,1.3
Estimate Ancestry Total Population Arab,218,151,1.3,0.9
Estimate Ancestry Total Population Czech,10,17,0.1,0.1
Estimate Ancestry Total Population Danish,78,70,0.5,0.4
Estimate Ancestry Total Population Dutch,94,54,0.5,0.3
Estimate Ancestry Total Population English,2619,440,15.2,2.5
Estimate Ancestry Total Population French (Except Basque),1552,352,9.0,2.0
Estimate Ancestry Total Population French Canadian,1300,277,7.5,1.6
Estimate Ancestry Total Population German,996,266,5.8,1.5
Estimate Ancestry Total Population Greek,386,267,2.2,1.5
Estimate Ancestry Total Population Hungarian,52,40,0.3,0.2
Estimate Ancestry Total Population Irish,5101,678,29.5,3.9
Estimate Ancestry Total Population Italian,2226,341,12.9,2.0
Estimate Ancestry Total Population Lithuanian,87,57,0.5,0.3
Estimate Ancestry Total Population Norwegian,272,199,1.6,1.2
Estimate Ancestry Total Population Polish,928,299,5.4,1.7
Estimate Ancestry Total Population Portuguese,617,450,3.6,2.6
Estimate Ancestry Total Population Russian,181,101,1.0,0.6
Estimate Ancestry Total Population Scotch-Irish,72,62,0.4,0.4
Estimate Ancestry Total Population Scottish,499,169,2.9,1.0
Estimate Ancestry Total Population Slovak,16,18,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,70,62,0.4,0.4
Estimate Ancestry Total Population Swedish,348,135,2.0,0.8
Estimate Ancestry Total Population Swiss,34,37,0.2,0.2
Estimate Ancestry Total Population Ukrainian,44,32,0.3,0.2
Estimate Ancestry Total Population Welsh,90,54,0.5,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),20,23,0.1,0.1
Estimate Computers And Internet Use Total Households,7326,278,7326,(X)
Estimate Computers And Internet Use Total Households With A Computer,6974,286,95.2,1.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,6583,303,89.9,2.7
