,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,133,126,43.3,28.6
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,174,106,56.7,28.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born,2946,651,2946,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1105,449,37.5,10.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1841,410,62.5,10.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",2946,651,2946,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",528,207,17.9,6.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1421,515,48.2,11.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",247,183,8.4,6.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,25,0.0,1.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",645,318,21.9,10.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",105,77,3.6,2.6
Estimate Language Spoken At Home Population 5 Years And Over,27556,517,27556,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,24106,852,87.5,2.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,3450,762,12.5,2.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",1127,443,4.1,1.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,790,412,2.9,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",325,268,1.2,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,948,327,3.4,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",251,162,0.9,0.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1037,455,3.8,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",369,282,1.3,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,675,379,2.4,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",182,116,0.7,0.4
Estimate Ancestry Total Population,28837,449,28837,(X)
Estimate Ancestry Total Population American,872,256,3.0,0.9
Estimate Ancestry Total Population Arab,659,382,2.3,1.3
Estimate Ancestry Total Population Czech,194,237,0.7,0.8
Estimate Ancestry Total Population Danish,67,68,0.2,0.2
Estimate Ancestry Total Population Dutch,26,30,0.1,0.1
Estimate Ancestry Total Population English,3541,664,12.3,2.3
Estimate Ancestry Total Population French (Except Basque),2489,580,8.6,2.0
Estimate Ancestry Total Population French Canadian,1876,447,6.5,1.5
Estimate Ancestry Total Population German,1717,393,6.0,1.4
Estimate Ancestry Total Population Greek,270,202,0.9,0.7
Estimate Ancestry Total Population Hungarian,86,87,0.3,0.3
Estimate Ancestry Total Population Irish,7843,950,27.2,3.3
Estimate Ancestry Total Population Italian,4364,793,15.1,2.8
Estimate Ancestry Total Population Lithuanian,59,50,0.2,0.2
Estimate Ancestry Total Population Norwegian,96,63,0.3,0.2
Estimate Ancestry Total Population Polish,1571,582,5.4,2.0
Estimate Ancestry Total Population Portuguese,1401,304,4.9,1.1
Estimate Ancestry Total Population Russian,124,80,0.4,0.3
Estimate Ancestry Total Population Scotch-Irish,81,66,0.3,0.2
Estimate Ancestry Total Population Scottish,616,164,2.1,0.6
Estimate Ancestry Total Population Slovak,27,33,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,141,147,0.5,0.5
Estimate Ancestry Total Population Swedish,513,216,1.8,0.8
Estimate Ancestry Total Population Swiss,45,45,0.2,0.2
Estimate Ancestry Total Population Ukrainian,44,43,0.2,0.1
Estimate Ancestry Total Population Welsh,122,94,0.4,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),174,162,0.6,0.6
Estimate Computers And Internet Use Total Households,11550,445,11550,(X)
Estimate Computers And Internet Use Total Households With A Computer,11121,448,96.3,1.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,10680,427,92.5,2.0
