,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",100,77,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",10,18,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,162,80,162,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,82,62,50.6,26.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,10,16,6.2,9.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,12,19,7.4,11.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,23,29,14.2,15.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,37,48,22.8,26.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,82,62,82,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,46,34,56.1,11.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,72,60,87.8,20.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School,2070,280,2070,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",97,56,4.7,2.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,187,117,9.0,5.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),806,171,38.9,7.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),475,158,22.9,7.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,505,196,24.4,8.0
Estimate Educational Attainment Population 25 Years And Over,5193,295,5193,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,20,23,0.4,0.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",156,79,3.0,1.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1131,197,21.8,3.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1002,210,19.3,3.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,727,190,14.0,3.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1450,251,27.9,4.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,707,132,13.6,2.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,5017,303,96.6,1.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2157,275,41.5,5.0
Estimate Veteran Status Civilian Population 18 Years And Over,5723,337,5723,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,307,101,5.4,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,7479,318,7479,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,608,151,8.1,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1756,241,1756,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,54,37,3.1,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,4639,298,4639,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,366,138,7.9,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1084,156,1084,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,188,72,17.3,6.1
Estimate Residence 1 Year Ago Population 1 Year And Over,7410,328,7410,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,6801,342,91.8,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),609,183,8.2,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,609,183,8.2,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,399,172,5.4,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,210,122,2.8,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,86,51,1.2,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,124,126,1.7,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,19,0.0,0.5
Estimate Place Of Birth Total Population,7479,318,7479,(X)
Estimate Place Of Birth Total Population Native,7044,299,94.2,2.4
Estimate Place Of Birth Total Population Native Born In United States,6998,301,93.6,2.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,5124,385,68.5,4.9
Estimate Place Of Birth Total Population Native Born In United States Different State,1874,367,25.1,4.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",46,35,0.6,0.5
Estimate Place Of Birth Total Population Foreign Born,435,187,5.8,2.4
Estimate U.S. Citizenship Status Foreign-Born Population,435,187,435,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,363,184,83.4,13.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,72,53,16.6,13.3
Estimate Year Of Entry Population Born Outside The United States,481,192,481,(X)
Estimate Year Of Entry Population Born Outside The United States Native,46,35,46,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,48.5
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,46,35,100.0,48.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born,435,187,435,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,194,149,44.6,21.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,241,105,55.4,21.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",435,187,435,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",76,63,17.5,14.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",180,138,41.4,22.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",33,38,7.6,9.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",8,11,1.8,2.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",116,115,26.7,23.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",22,32,5.1,7.2
Estimate Language Spoken At Home Population 5 Years And Over,7084,325,7084,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,6465,402,91.3,4.6
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,619,330,8.7,4.6
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",149,98,2.1,1.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,103,80,1.5,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",23,26,0.3,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,245,214,3.5,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",54,64,0.8,0.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,218,234,3.1,3.3
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",53,58,0.7,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,53,84,0.7,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",19,32,0.3,0.5
Estimate Ancestry Total Population,7479,318,7479,(X)
Estimate Ancestry Total Population American,839,303,11.2,4.0
Estimate Ancestry Total Population Arab,9,14,0.1,0.2
Estimate Ancestry Total Population Czech,0,19,0.0,0.5
Estimate Ancestry Total Population Danish,23,49,0.3,0.6
Estimate Ancestry Total Population Dutch,17,29,0.2,0.4
Estimate Ancestry Total Population English,842,273,11.3,3.6
Estimate Ancestry Total Population French (Except Basque),427,150,5.7,2.0
Estimate Ancestry Total Population French Canadian,599,337,8.0,4.5
Estimate Ancestry Total Population German,603,188,8.1,2.6
Estimate Ancestry Total Population Greek,24,35,0.3,0.5
Estimate Ancestry Total Population Hungarian,15,16,0.2,0.2
Estimate Ancestry Total Population Irish,1737,398,23.2,5.2
Estimate Ancestry Total Population Italian,1040,281,13.9,3.8
Estimate Ancestry Total Population Lithuanian,60,67,0.8,0.9
Estimate Ancestry Total Population Norwegian,168,139,2.2,1.9
Estimate Ancestry Total Population Polish,368,199,4.9,2.7
Estimate Ancestry Total Population Portuguese,45,35,0.6,0.5
Estimate Ancestry Total Population Russian,28,26,0.4,0.4
Estimate Ancestry Total Population Scotch-Irish,260,148,3.5,2.0
Estimate Ancestry Total Population Scottish,194,114,2.6,1.5
Estimate Ancestry Total Population Slovak,0,19,0.0,0.5
Estimate Ancestry Total Population Subsaharan African,0,19,0.0,0.5
Estimate Ancestry Total Population Swedish,47,43,0.6,0.6
Estimate Ancestry Total Population Swiss,0,19,0.0,0.5
Estimate Ancestry Total Population Ukrainian,41,36,0.5,0.5
Estimate Ancestry Total Population Welsh,86,92,1.1,1.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),16,24,0.2,0.3
Estimate Computers And Internet Use Total Households,2831,163,2831,(X)
Estimate Computers And Internet Use Total Households With A Computer,2703,164,95.5,2.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2623,173,92.7,2.9
