,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,6524,884,42.1,4.8
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",3487,693,22.5,4.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,1552,596,10.0,3.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",1004,522,6.5,3.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,4684,789,30.2,4.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",2402,534,15.5,3.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,234,135,1.5,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",60,71,0.4,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,54,53,0.3,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",21,36,0.1,0.2
Estimate Ancestry Total Population,16577,1066,16577,(X)
Estimate Ancestry Total Population American,400,225,2.4,1.4
Estimate Ancestry Total Population Arab,246,182,1.5,1.1
Estimate Ancestry Total Population Czech,0,21,0.0,0.2
Estimate Ancestry Total Population Danish,0,21,0.0,0.2
Estimate Ancestry Total Population Dutch,0,21,0.0,0.2
Estimate Ancestry Total Population English,1093,454,6.6,2.6
Estimate Ancestry Total Population French (Except Basque),1258,389,7.6,2.3
Estimate Ancestry Total Population French Canadian,325,143,2.0,0.9
Estimate Ancestry Total Population German,345,232,2.1,1.4
Estimate Ancestry Total Population Greek,20,29,0.1,0.2
Estimate Ancestry Total Population Hungarian,182,212,1.1,1.3
Estimate Ancestry Total Population Irish,1781,666,10.7,3.8
Estimate Ancestry Total Population Italian,812,413,4.9,2.5
Estimate Ancestry Total Population Lithuanian,0,21,0.0,0.2
Estimate Ancestry Total Population Norwegian,0,21,0.0,0.2
Estimate Ancestry Total Population Polish,304,177,1.8,1.1
Estimate Ancestry Total Population Portuguese,5897,908,35.6,5.1
Estimate Ancestry Total Population Russian,24,22,0.1,0.1
Estimate Ancestry Total Population Scotch-Irish,0,21,0.0,0.2
Estimate Ancestry Total Population Scottish,30,39,0.2,0.2
Estimate Ancestry Total Population Slovak,0,21,0.0,0.2
Estimate Ancestry Total Population Subsaharan African,1041,556,6.3,3.3
Estimate Ancestry Total Population Swedish,25,31,0.2,0.2
Estimate Ancestry Total Population Swiss,0,21,0.0,0.2
Estimate Ancestry Total Population Ukrainian,50,81,0.3,0.5
Estimate Ancestry Total Population Welsh,0,21,0.0,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),176,158,1.1,1.0
Estimate Computers And Internet Use Total Households,7511,466,7511,(X)
Estimate Computers And Internet Use Total Households With A Computer,6423,492,85.5,3.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,5598,498,74.5,5.4
